# link_lengths=0.4,0.3,0.2,0.1
theta_0,theta_1,theta_2,theta_3,gt_x,gt_y
-2.983350136724693513e+00,-7.382565055640810670e-02,2.357850716861578100e+00,-2.297733492765075436e+00,-6.398359555593107206e-01,-2.314715670284273330e-01
-2.032142320002657598e+00,-3.062746184751508061e+00,-1.810599528533575420e+00,4.307369501556701508e-02,1.801068025578607679e-01,-2.511807109499637480e-01
1.386997481359432349e+00,7.226617637951426865e-01,-8.945802300107392746e-01,-2.602795461044338232e-01,4.658800103672689624e-02,9.198495912497528515e-01
5.629469854867310552e-01,2.845500571339252716e+00,2.399114069859588305e+00,1.950902831099643464e-01,3.227851596571149062e-01,1.509718164984023836e-02
2.048756433506910390e+00,7.003290676270821358e-01,-5.773523477444619800e-01,-1.593875492312534670e+00,-4.904930316266895018e-01,6.895101800574212625e-01
1.420612859105914616e+00,-9.414402731015591996e-02,2.357573871464523130e+00,2.995308337463997717e-01,-1.054689671916729798e-01,5.087439679855790819e-01
-2.004696735658175299e+00,-5.574482346115314790e-01,-2.266931644546065883e+00,-2.668637017019451552e+00,-3.610322411300960210e-01,-4.222822626490793096e-01
1.586366273482518352e+00,1.084586366853157458e-02,2.992945013317219960e+00,2.092996099043032743e+00,5.357026173235279048e-02,5.402779374325858974e-01
-2.593301251715809386e+00,1.988922726548067565e+00,2.192384417738059810e+00,-1.708109139849560698e-01,-8.265184963061353307e-02,-8.017414594168936759e-02
2.183839381734276053e+00,3.576681491229383170e-01,-8.410320620937641323e-01,2.196578692730017934e+00,-5.763885965331505545e-01,6.263324186793347570e-01
-1.719318659886739376e-01,1.215717161158705650e+00,2.864566078275875505e+00,-1.930380410968644656e+00,3.613537845048208075e-01,1.439232617105452028e-01
2.314179433431442057e+00,2.960819724446325907e+00,-2.586640094662239875e+00,-1.822626851800005499e+00,-2.256930982068538483e-01,2.044455253577655840e-01
2.581520193814859532e+00,-8.307414980252008085e-01,2.858105046079963962e+00,1.313989109333554950e+00,-3.196757496789947584e-01,2.734668031640763441e-01
1.664854170589016746e+00,-4.808182550367043895e-01,-1.367533484610058192e+00,2.305262850903694094e+00,2.198803400866064517e-01,7.247805456144600367e-01
2.146183097125215156e+00,-2.654187963629385916e+00,-1.316242855360413078e+00,-1.588590281746751209e+00,-1.020418184748439205e-01,2.284484323426821603e-02
2.988530988936744848e+00,9.235373050490824909e-03,-1.235260746342641269e-01,-1.278104568268441765e+00,-8.876544238597021685e-01,2.567888228003075701e-01
3.061790729484319407e+00,-4.199828634592508436e-01,1.527096594405382923e+00,-1.919687419371428394e+00,-8.282134588948295573e-01,8.233198534742927621e-02
5.618449829277278873e-01,-1.552395825449414790e+00,2.353874945605192615e+00,2.468300005180708467e+00,4.670530330187756540e-01,9.425575941935765423e-02
-2.168605035826271621e+00,3.043909886456371616e+00,2.067192140554285018e+00,2.986682124535056992e+00,-1.351541966518837734e-01,-9.541595641790129312e-02
1.370379491156377583e+00,-2.768002783281846568e-01,-2.206434216062412190e+00,2.383564960618222983e+00,3.354046003401584541e-01,5.746146291335363365e-01
2.009065533180161012e-01,-1.096261322225479340e+00,6.296222283197341341e-01,-2.870751649361873437e+00,6.725084046260859649e-01,-2.073402689409418187e-01
2.658065192332466076e+00,1.449877191636250728e+00,-1.016651369824053575e+00,-1.737197906405276715e+00,-7.028821594750757074e-01,4.683428242136766090e-02
-4.039909819052147633e-01,-2.446082349779064913e+00,1.355189068461086777e+00,1.214115664246864235e+00,1.917094155393129773e-01,-4.705922360752836653e-01
-1.003497444054357146e+00,-1.527951702460104144e-01,1.190902660764286303e+00,1.619601627397209143e+00,5.273114817702876378e-01,-5.053641732735816294e-01
-1.953324630231228376e+00,3.080125546403387204e+00,-2.881036733003742523e+00,-6.225249014794487223e-01,-1.290739774065104706e-01,-3.660627503884282263e-01
1.294459079569689308e+00,1.657355944919785884e+00,-4.887846467251799609e-01,1.803754085726523293e+00,-3.842759182335863666e-01,4.767165008193933740e-01
3.092090785289153487e+00,-2.489353237201960667e+00,3.097981423386801936e+00,-8.819936107522750035e-01,-4.167507079611727505e-01,1.155021340398379309e-01
1.951774714919205067e+00,2.514331802928113646e+00,2.954260386624993906e+00,-2.610916997850253995e+00,-1.281500340755484801e-01,1.623341367933524571e-01
-1.012667071910816841e+00,-2.946467069217046486e+00,-7.019600511024890466e-01,3.752540304200651100e-01,-4.499248549474125364e-02,1.703178201910510448e-01
-1.756264692358811663e+00,-2.988399818934897034e+00,-1.621590162844359195e+00,2.206482126682280054e+00,8.273696723507337203e-02,-2.477560800275707686e-02
-4.049279757135408886e-01,3.035812695080275958e+00,-2.924441958424202515e+00,1.560252271065084351e+00,3.273204075753515796e-01,2.659728838847535970e-02
2.844602243212865034e+00,3.334195718284784782e-01,-3.028135846733389425e+00,6.091875299676803301e-01,-4.119845606758368861e-01,2.048211841997609195e-01
-6.959124259462186046e-01,1.586716396673388374e+00,2.471872887028745858e+00,-1.171493637116505893e+00,2.423567010086386531e-01,1.434671790177088901e-02
-3.100982906441918541e+00,1.322743962284134156e+00,-2.209534826112586448e+00,1.234997016701515626e-01,-6.690305916663273900e-01,-9.391695563974210292e-02
-2.937405654272309263e+00,2.135292673121989004e+00,3.111495608375523858e+00,7.858510807139529319e-02,-3.907036172101660543e-01,-8.044356013307872588e-02
5.180530103902012407e-01,1.080954652220437850e+00,1.690923790139973626e+00,-2.467223517429604662e+00,2.092719929456504091e-01,5.416964307078427909e-01
-2.471650440181703878e+00,-2.392012913777906036e+00,1.788095395545727939e+00,-6.408755050952334997e-01,-5.518251724213738552e-01,8.937328526018456509e-02
-3.104404228114661102e+00,2.765257471969594150e+00,1.204205929129153141e+00,3.343457582752997759e-01,4.919847177742440320e-02,1.307323451003297166e-01
-5.441715486072724595e-01,-1.309487261095174215e+00,-3.368047636027942104e-01,-6.418828233935718330e-01,4.708175236264207364e-02,-6.884103482457775147e-01
2.562865632430275653e+00,-2.677475278334993547e+00,9.821364240514762756e-01,-2.514734030930941167e+00,8.487733864796120908e-02,2.373139561869515024e-01
-2.607454750289683876e+00,-2.919665316141204059e+00,1.658995706651269941e+00,-1.110072892725826321e+00,-2.492484360603217652e-01,2.315238114134623992e-01
-1.883581870907580669e+00,-1.118070832088043698e+00,2.094880837313715105e-01,-1.889042795887857951e+00,-6.111827870870764068e-01,-3.909578476039124451e-01
2.217928367453577465e+00,4.007007185121871373e-01,-7.049768912993426007e-01,1.531750735278321507e+00,-6.637191401046115269e-01,6.274052773332547961e-01
-1.437416432532081734e+00,3.161758820006435045e-01,-1.120330313972706993e+00,1.035772415297154581e+00,9.493970658640703275e-02,-9.167198457670083789e-01
-3.140604413610571299e+00,2.555769385547596251e+00,7.692217639705836163e-01,2.967420327312403572e+00,-5.324386171263434386e-02,-1.303665299507119624e-01
-2.807194074655061211e+00,-1.020588818193606695e+00,2.558729135641422126e+00,-1.758995732582770088e+00,-6.498619771804911016e-01,-1.434961069909858888e-01
2.665585269989743544e+00,-6.538931441917612553e-01,1.617905135011951323e+00,-5.801953417477041519e-01,-7.597869343008679666e-01,3.700377024029929962e-01
-2.237043223083786003e+00,-2.619214751995189161e-01,-1.702610892360785222e+00,2.881277798434663140e+00,-5.603617155470738131e-01,-4.166585485803330768e-01
-1.896082037522606845e+00,-2.255612988968672461e+00,1.493604060237196940e+00,-5.173360727519717983e-01,-5.643812820274104469e-01,-2.145515669790728774e-01
1.359632129366664444e+00,9.472982936046321356e-01,-1.708130515254352222e+00,-2.694521645862756110e+00,-2.501375027196876821e-03,6.396301404796975731e-01
2.634595038024930780e+00,1.686416101952478819e+00,1.746041983523750396e+00,-1.491762985796212249e-01,-1.753730319778261937e-01,-1.617078339539456122e-01
-1.987914363178826083e+00,-8.507770978308406562e-01,-2.748282782527595280e+00,-3.077313014681685388e+00,-3.673877108876078545e-01,-3.958559690705358847e-01
1.414464265962536160e-01,2.050854328768736856e+00,2.735065908936053169e+00,-2.159420656509811742e-01,2.638962582974054838e-01,4.894935683863982367e-03
-1.361434137401237088e+00,1.433675387189246031e+00,5.207716218001192665e-01,-1.039938822550329434e+00,6.383820725602949997e-01,-3.010590844262569510e-01
-3.012023091712179301e+00,9.722255920759295122e-01,9.188216102687016829e-01,9.046361375595184384e-01,-3.476159650428926606e-01,-5.208596418903745917e-01
2.542002604899090912e+00,3.091073622349324701e+00,-2.538969674748305927e-01,2.214372715908671019e+00,5.802148881142589476e-02,-1.639456031879690801e-02
-1.211241180402677697e+00,-2.288210621203587536e+00,6.882295945448593244e-01,-1.569492662768238622e+00,-3.619985919742095826e-01,-2.396692727555344016e-01
1.180942669156719305e+00,1.566890212742746868e+00,9.486604974891372777e-01,1.123853803043793675e+00,-2.842363962484295570e-01,2.802952230665753386e-01
6.924982515842481590e-01,1.261602014476853384e+00,-2.231375587316817288e-01,-1.640509361040027425e+00,2.633600411655501738e-01,7.400881628895551456e-01
-2.348058698488451501e+00,-1.385953130176562631e+00,1.912079683835553823e+00,-1.776655502215365168e+00,-6.688490351453302285e-01,-2.672244124107232555e-01
2.823618423908629715e+00,-4.686024464050650984e-01,1.362766034857220809e+00,-3.396553754379718626e-01,-8.567547514899257477e-01,2.050391262143184401e-01
-1.467720470918089992e+00,-2.645105582369101871e+00,1.134774514226934095e+00,-1.972964045903153441e+00,-3.018216837247782447e-01,-8.559852172604479059e-02
2.109202608859787276e+00,1.646582391929822364e+00,-2.339599730817088385e+00,2.014977337777206223e+00,-5.153166207126856913e-01,3.395814815933559383e-01
2.081608269200115657e+00,8.036730984026547731e-01,-8.665927565102391483e-01,2.278110535219510346e+00,-6.127400903320501246e-01,5.137779041342743769e-01
6.909860303848915919e-01,-1.825973417704897628e+00,-9.588352152271233386e-01,1.194680088476435031e+00,3.972176773935493510e-01,-2.685813795108548119e-01
-1.695827439686311999e+00,-1.057869344714971405e+00,-1.192107614045542885e+00,-6.515426830760975285e-01,-4.778090094355038620e-01,-2.669541369985649615e-01
-1.332145261863025176e+00,2.466171418928530201e+00,6.514093685065152073e-01,-1.827894398172960511e+00,2.787722634537961874e-01,7.433975127005169881e-02
2.017935222392394756e+00,7.050401885682573422e-01,1.824475731098451625e+00,-3.064806529374646260e-01,-5.253038177265241249e-01,1.962461933922362012e-01
-1.304025770565938602e+00,1.950850235385761522e+00,-1.052615405590628495e+00,-1.445961043680910052e-02,6.199042820815406918e-01,-3.248023354717574640e-01
2.994034880486430517e+00,-2.436138071876713163e+00,-2.459526718489049024e+00,2.498304432120681540e+00,-1.233875382367671247e-01,8.466517227429121162e-02
1.441467508204408610e+00,-6.550860610115782912e-01,-1.618761539292560947e+00,-8.069834283487766768e-01,3.912829373242712738e-01,3.613278608540869685e-01
1.263868573339814283e+00,1.511273125587899280e+00,-2.653004612631461256e+00,2.342338183766150550e+00,-3.865699786312640218e-02,5.758194296711310889e-01
-2.652154497901824115e+00,1.156729726843741091e+00,2.887339867656528725e+00,4.968647586517418446e-01,-3.261282193459316692e-01,-1.954048504894059790e-01
9.375598231675708050e-01,-1.268022748581157266e+00,1.254771277743391700e+00,-8.244886643913096336e-02,7.075554754548936121e-01,4.593314818813012401e-01
1.503271097852993954e+00,2.045771771572590936e+00,-1.861008494579653005e+00,1.398261498136724512e+00,-3.716917774637832905e-01,4.843615008158228541e-01
-2.737990378604161279e+00,-2.856792261614072181e+00,6.857876936515823196e-01,-1.033358117686869360e+00,-2.866311430535298244e-03,2.630720429457453213e-01
3.241969020387083233e-01,-1.684253264669188788e-01,7.473314615474193623e-01,3.089273139473782237e+00,7.334262066543312253e-01,2.558324384570561105e-01
5.539023989473297327e-01,-1.524147932624821955e-01,1.114404280170798067e+00,1.722342589673356628e+00,5.277775137202121991e-01,5.176899585624119560e-01
3.046972297050711376e+00,-1.025609887203351445e+00,-2.099841878545586127e+00,-2.884415917559043585e+00,-4.278764860452912711e-01,2.743973510719378006e-01
-1.607754400579056941e+00,2.087420349280732168e+00,1.468166005860481071e+00,-1.593548232629375061e+00,2.715212097738702868e-01,-4.063811080802547798e-02
-1.561333025148678111e+00,-1.133552921754850562e+00,1.238926662171373927e+00,-5.640684943897640302e-01,-2.872875174461135828e-01,-8.183422194178920916e-01
3.787737661852510485e-01,1.375198215701479931e+00,1.213694777816221482e+00,1.361939580829923280e+00,8.266869168023557868e-02,3.847408083013783009e-01
6.790852247664571628e-01,1.256208699086518443e-01,2.012209334954380147e-01,-3.826989631433161954e-01,7.075169018863973758e-01,6.947183062238172502e-01
-2.651302331033061677e+00,-2.122511427027757414e+00,1.732607291609060240e+00,-6.777476383222942324e-01,-6.172463073369778286e-01,1.456193806548743697e-01
1.291213755457189194e+00,5.953775149989186666e-01,1.296366367021347443e+00,-4.286427688641016864e-01,-2.752128567050721175e-01,6.991295060120249483e-01
1.003814193294013890e+00,-2.831858727684347432e+00,8.067288069240534654e-01,-1.739536639793922701e+00,1.501193489567151929e-01,-1.604378174184487860e-01
4.832248778411409873e-01,-1.376057197320686765e+00,1.742453986951054468e+00,2.259671918854531114e+00,5.744686529442124545e-01,1.056349674087396912e-01
-1.868245637543537896e+00,1.608072015479369732e+00,-1.215413630058138628e+00,1.186687446414347313e+00,2.875394555794802964e-01,-6.871933522493951507e-01
9.550357898003118962e-01,1.401892127759835738e+00,2.918699252813690137e-01,-2.751838901127815262e+00,-5.798896827239971574e-02,6.228422773038375659e-01
-9.540044506180604955e-01,-2.127496801018308847e+00,-2.379615343868057398e+00,1.549748428164991587e+00,-3.755304331604772394e-03,-1.282033696571820425e-01
-5.618379322298938661e-01,2.881492554510622028e+00,9.361480588916153422e-01,1.024930522733473737e-01,-1.620881117061240551e-01,-3.765049070432381628e-02
2.532487626727758290e+00,2.643872645726619730e+00,3.048408431222865644e+00,3.509261831189616210e-01,-3.323502302889757010e-01,2.220447319510155393e-01
2.100807602161845367e+00,-1.227979429841258074e+00,-1.861065414231419801e+00,1.154856692491708969e+00,1.992291174686193211e-01,4.245388782074757117e-01
1.534720876496645126e+00,-2.697009052414005126e+00,2.975420859012928965e+00,1.146145205523963817e+00,-1.273768400776220666e-02,3.367120396295353313e-01
-2.071975605372787577e+00,2.650453889429092769e+00,-9.820648853598408223e-01,1.132688890219133881e+00,3.175135903769482071e-01,-1.987053172590887984e-01
-1.756554358191803722e+00,2.661792078288024221e+00,-3.035738767589255538e+00,-1.253614327768434178e+00,-9.188776911358742527e-02,-3.026141778878204680e-01
-2.826851671644114994e+00,8.249639378214479457e-01,1.970826366311416500e+00,2.842073295620070716e+00,-4.003912931940959430e-01,-3.701331829126429662e-01
2.999402631457879664e+00,7.221642234805702998e-03,-1.118965646990201179e+00,-2.258597501245942496e-01,-7.646399034648599935e-01,3.866820071891141630e-01
3.857972675916570005e-01,9.728029122357861880e-01,-2.059895016989096383e+00,3.459205405178784609e-01,6.803347853141977764e-01,2.799547653739227759e-01
-1.824858498080035751e+00,1.554123793107421214e+00,-2.548545960531706456e+00,1.401661742727359439e+00,1.409407031833644769e-02,-6.295728028097039575e-01
-1.298289506726652220e+00,2.778838887159909454e+00,-1.765765404516278059e+00,3.824559637593587524e-01,4.261437573465434170e-01,-1.330248103221713940e-01
-5.826783415156064905e-01,2.702630998393224182e+00,-9.126378785334181565e-01,-2.244001586048466557e+00,2.994199752058371300e-01,1.366453474448987293e-01
-2.778237571626097413e+00,2.289091409251845732e+00,2.594956733391826198e+00,-2.657236593763329768e+00,-1.258563767692044699e-01,-1.634645746734579019e-01
2.646461142142459977e+00,1.242517899227807199e+00,-6.662496691219197409e-01,-1.226067162585274151e+00,-8.126558565516550647e-01,6.100031627486908470e-02
2.280059570956099790e+00,2.365335039809074225e+00,-1.721335351644266431e-01,-3.066742951900588210e+00,-3.116102844821369566e-01,-9.144556538264025924e-02
-1.393294986212122666e+00,7.196676723751949112e-01,-1.531018677471497114e+00,2.158189407668149151e+00,2.865393964813531258e-01,-7.466573916757051066e-01
2.060014680302990620e-01,7.879523456396637648e-01,-9.787960629754772768e-01,7.701911998518440328e-02,8.547091745278593278e-01,3.455117526442891274e-01
1.837332220667189375e+00,-2.928997698623228896e+00,-1.071927677486022024e+00,-3.328957253518418646e-01,-1.586943807334013634e-01,-1.063475568905879187e-01
5.953664518554702134e-01,-3.015154593438356123e+00,1.919097500752390495e+00,1.989325686032125340e+00,2.896499618855318259e-01,2.975916762889811717e-02
-5.707325983182114371e-01,2.813126751527367020e+00,2.816082918176608274e+00,-2.094796773357327169e+00,1.193534455144071860e-01,-1.516947947341862335e-01
-5.102523747400109499e-01,-1.836263337539643103e-01,-1.564169874671060612e+00,1.586609362192874073e+00,5.310894864803542559e-01,-6.040259155813338943e-01
1.943105961750631216e+00,-1.971078601033329880e+00,1.157517562007607914e+00,-1.827737521484450456e+00,3.163903147791234383e-01,4.807653271635654035e-01
-1.777146983382319467e+00,-2.024525245930216322e+00,-2.938967144057273551e+00,2.459128023137561847e+00,-1.812696383241896858e-01,-2.050332645569606371e-01
1.181933843665259332e+00,1.787487876585458046e+00,3.046741730368837331e+00,2.122638781398851648e+00,2.090354853493839316e-02,4.647320548284719077e-01
2.341873320831879823e+00,7.304272419512947145e-01,-2.744578744806078774e-01,-2.533393540318928494e+00,-6.698191193428780776e-01,4.011769720599275280e-01
