# link_lengths=0.4,0.35,0.25
theta_0,theta_1,theta_2,gt_x,gt_y
-1.164653263206573364e+00,1.178215067232240898e+00,2.625243693564682346e+00,2.889347218315042598e-01,-2.422466692205270111e-01
-2.179038373721533972e+00,-3.020512538386838752e+00,3.009479256073852582e+00,-2.098396163366469946e-01,-2.225536153699411157e-01
7.899411681069623548e-01,2.598200359422705219e+00,-2.660988481785535598e-01,-3.078135492840324838e-01,2.035913985041035990e-01
2.024701578818569381e+00,-8.974308217251181219e-02,2.251491868628940907e+00,-4.255560062441381408e-01,4.703312311647140920e-01
1.685978167765550317e+00,-2.768751158643891319e+00,1.038748265108747404e+00,3.678951494984850079e-01,7.720544318079775037e-02
-2.657923082364141543e+00,1.578316625128029393e+00,-6.081853569274748850e-01,-2.182135650128317617e-01,-7.429236255938655997e-01
2.207208422683256899e+00,-1.430363983532177530e+00,-1.666211947569409046e+00,1.693455761398204584e-01,3.728863413292342055e-01
-5.471470057740552839e-01,2.038591720680986263e+00,-2.705793196479334917e+00,4.565857284881499334e-01,-9.348804590282777660e-02
-2.392634925822991754e+00,-2.449056523364014026e+00,3.007578922592577975e+00,-3.129006754361809972e-01,-1.666551155115943150e-01
-3.130301980977217013e+00,3.041211636702869647e+00,-6.977820342092413419e-01,1.251533198278341752e-01,-2.126936713793759759e-01
2.676853522648162453e+00,1.291676553123083160e+00,3.537154303975982295e-01,-6.896520812239914644e-01,-3.094891484048790109e-01
2.791060862599210601e+00,-1.629997878827735169e+00,4.227152901114075156e-01,-2.394938226347851917e-01,7.083673362421549768e-01
2.473193346873335585e+00,1.793131199082612426e+00,-7.703637240028458066e-01,-6.993887899612183379e-01,-1.546104377012613718e-01
-4.077462935721150039e-01,-6.393683668974583512e-01,8.217678194365087840e-01,7.859110273522242895e-01,-5.175720547648257064e-01
2.373475625787268228e+00,2.265339239488126211e+00,2.414347247556047904e+00,-1.339340901068316880e-01,1.028894006153054652e-01
6.458525554049350248e-01,-3.370997599383072085e-01,-2.676962726822034178e-01,9.026737483488334046e-01,3.573677717042486601e-01
-2.623518423071288019e+00,2.462811663866143697e+00,3.294836872384010462e-02,2.459427722724820409e-01,-2.859415447389887510e-01
2.253535951741570287e+00,-7.755687774248669619e-01,6.781898930842973350e-01,-3.580498319924791395e-01,8.672101296285417149e-01
2.037805336989100269e+00,1.073327704941340777e+00,3.117101952182919966e+00,-2.803020335828819709e-01,3.540961004432190418e-01
-1.495191764891849129e+00,2.979509061674495030e+00,-2.846174461341735018e-01,1.511023425081295946e-01,1.828172926201677706e-01
-2.263775673519417442e+00,-6.104963211753360319e-01,-1.621690877974926170e+00,-6.467867215305540540e-01,-1.560225398210287606e-01
-7.390224702885026531e-01,-1.327122053768898136e+00,-2.852180791287172390e+00,1.804035779893617131e-01,-3.326399368913897092e-01
9.808908450908759846e-01,1.519387670860362860e+00,1.373918240051564155e+00,-2.438044216562438304e-01,3.745824805069429830e-01
3.081307919244538951e+00,6.234728963061373364e-01,-3.428870719807970424e-01,-9.391763499706331508e-01,-2.173912092194832113e-01
-2.864559942743391652e+00,-1.980237861838425539e+00,2.581574207353698469e-01,-3.698950649672447799e-01,4.855612948386869299e-01
8.417379441994428113e-01,9.548362234279990091e-01,-7.908371386881802856e-01,3.219809572263974129e-01,8.505771104984591879e-01
-1.309380328797789428e+00,9.538368339471947621e-01,-2.729954803679911723e+00,1.818828018209417974e-01,-5.222612010600058419e-01
1.500850128881935142e+00,4.591768653986378901e-01,1.660604139059413953e+00,-3.267208189390937711e-01,6.076108271928269966e-01
-2.904238105998281139e+00,-5.431858723459050964e-01,-1.636859844503609107e+00,-6.316989573282612014e-01,2.442373590732579425e-01
-1.975438047017320731e+00,8.505965801306913932e-01,6.265496507528398595e-01,2.130861240493433506e-01,-8.029485741785385988e-01
8.416760686525739388e-01,2.251090985783173792e+00,3.820201188836755968e-01,-3.193479562300796104e-01,2.336206052973417990e-01
-3.019809564760150611e+00,-1.926272450732899877e-01,3.802540447421565162e-01,-9.842878564956644150e-01,-9.994234397723313068e-02
-2.580394883537731054e+00,-7.983885199718341319e-01,-1.462003966788318676e+00,-6.468365029582959780e-01,1.173023441985843740e-01
1.900896160410072255e+00,3.039636472055374128e+00,5.227028864938585428e-01,1.200688740598728627e-01,-1.453046708985390734e-01
1.457673482464260317e+00,-3.396068995743442009e-01,2.547461436113025890e+00,-1.821390752108317801e-02,5.871102473610882999e-01
-2.766778750055882696e+00,2.651520604694882266e+00,-2.908056752138361567e-01,2.051181663074268247e-01,-2.854399114309241203e-01
-1.398509470393079157e+00,-1.056161473654477767e-01,2.264081310775996059e+00,2.731084166440174155e-01,-5.710782014449736765e-01
-2.808244563430542406e+00,-1.517022237015407615e+00,7.909824898022499440e-01,-7.410852335031068439e-01,2.888854564658691615e-01
1.936605019937672978e+00,-2.678579083917427273e+00,5.087084779334993812e-01,3.581449538954997736e-01,7.923441053196927930e-02
3.038164960630249212e+00,-3.139882491705843659e+00,1.290688961772391785e+00,4.348212361606690335e-02,2.377541297840558010e-01
2.996516712769942359e+00,-3.479709953715781623e-01,2.452371773633097440e+00,-6.094043988398948342e-01,-7.880607140329287663e-03
5.323181493439315126e-01,-1.937750652508177795e+00,-2.105357353560838085e+00,1.691127242273379461e-01,-5.199593570743123172e-02
2.519899113437388039e+00,1.538773656583277472e+00,-5.060959941963232289e-01,-7.671885602864242371e-01,-1.447531157952478831e-01
-2.590777532345915457e+00,-1.995395940367070908e+00,-2.989201254002543440e+00,-3.161433715020780522e-01,-1.024967731694794160e-01
2.841975161683234496e+00,-1.416392815830054719e+00,2.252162408191353826e+00,-5.464534942043928201e-01,3.366701878714420948e-01
-1.193072148944251065e+00,1.794647532125137168e+00,-2.058126480185688223e+00,4.645774037948173785e-01,-4.220931315408336659e-01
4.059814521541316168e-01,1.683153906365413732e+00,8.771630658963651683e-01,-5.208603108808826376e-02,5.055928660547426290e-01
-1.862271113058000305e+00,-2.165003152199886483e+00,-3.291461139552396276e-01,-4.235372950184400076e-01,1.222201597734221545e-01
-3.060620973712191439e+00,-2.306674350942087059e+00,8.844672466069347649e-02,-5.134768935944225565e-02,4.561849996527478357e-01
1.611551344787940820e+00,1.351806654161777033e+00,-1.194767049193645292e+00,-4.098797259936955428e-01,7.068458004159789976e-01
2.776468797185621895e+00,2.677767262428005779e+00,-1.382637099274504955e+00,-2.866112793883440757e-01,-3.156075750184474393e-01
2.630027878767600136e+00,1.911285114334040358e+00,2.374799224651284568e+00,-2.068018565595579616e-01,-1.197022684837706352e-03
1.104347201183870197e+00,1.606357503669844533e+00,1.180011860084019482e+00,-3.211927360633055617e-01,3.332061675378017451e-01
1.238388179476186401e-01,-1.028516374847347148e+00,-6.406993031979149045e-01,6.195695834845028616e-01,-4.756893056679334930e-01
1.925867590531095352e+00,-3.606953366381437931e-02,1.533697911300870409e+00,-4.889613841525557447e-01,6.378447404964528999e-01
5.597758996527950615e-01,1.550412915465606112e+00,-6.351254401958787987e-01,1.830811589308979359e-01,7.615611040137419963e-01
-5.632113489078731661e-01,1.801557611005732973e-01,1.149776564635716092e+00,8.428997534845393824e-01,-1.709320731503448931e-01
-7.603301095930197206e-01,-2.388493528256871112e+00,2.081748294488241058e+00,6.052449144075616738e-02,-4.920815897568165953e-01
5.888388206339665309e-01,-1.569034585966138318e+00,-1.099514367458246600e+00,4.057281978958365842e-01,-2.868724913225761397e-01
8.799459511857437022e-01,-1.606716137973271952e+00,1.423534477339528870e+00,7.081713222596898172e-01,2.361558688456772692e-01
-9.054819713363646549e-01,-3.864880256429321648e-01,1.438007682416709621e+00,5.905910721240630323e-01,-6.147920155800233877e-01
-2.296564712986965962e+00,2.618244738842386177e+00,-1.612045244772264185e+00,1.357552915455599862e-01,-4.287736156579246005e-01
-1.792287424716233035e+00,-2.990051761555994503e+00,-1.663155376980389955e+00,1.833029820637220864e-01,-8.148370161145535029e-02
2.657454447636288464e+00,1.651403831687622059e+00,-1.973038541849964078e+00,-6.646027948362001059e-01,4.463172997287495614e-02
1.942085121711837559e+00,2.663235378520652397e+00,-1.507248050892954438e+00,-4.322923813114732949e-01,3.562505088630339711e-02
2.078893586311449049e+00,-2.533354299084113137e+00,1.502904486326791300e+00,2.445980476834231643e-01,4.124884410848379535e-01
1.902542467402307480e+00,2.724300597439555993e+00,1.553261765365261837e+00,8.849062980697033898e-02,3.745411693834851258e-03
-1.219133032396523486e+00,2.612578318763119078e+00,1.546606163885081209e+00,-4.540791655883519296e-02,1.903453343767903122e-02
1.673311687778626045e+00,2.651981386991586476e+00,-2.828741049612997216e+00,-1.545156065062104900e-01,3.231080083144955983e-01
-2.092657271290137899e+00,-7.535568326993318244e-01,2.303708108890073269e+00,-3.201355091474541448e-01,-5.777138608852155910e-01
1.289217395434016922e-02,-3.043845802965804204e+00,5.762223977174714129e-01,-1.412032601856662850e-01,-1.920163364072067502e-01
1.715031014680101329e+00,-1.495442459605557772e+00,4.737812824181535376e-01,4.763756153084358069e-01,6.318694401666882232e-01
-1.385076572246756399e+00,3.772165647550069778e-01,2.492398377196961334e+00,2.821844417334115063e-01,-4.400430227075886602e-01
-2.953483228581224029e+00,-1.422255751983685146e+00,1.692763267010512607e+00,-7.327246739913363394e-01,1.448753948581759099e-01
3.115466976417733846e+00,-1.149787796715199706e+00,2.301254966958238946e+00,-6.422256118773095324e-01,1.079099587990325904e-01
1.189626170231398383e+00,-5.787202547919703122e-01,1.263150176474443498e+00,3.608396076314511758e-01,8.106474229561069222e-01
1.429418695144187623e+00,-4.210034369408606203e-01,-2.306563497132659624e+00,3.103042379757132707e-01,4.513396014966227776e-01
1.586941752340723433e+00,-1.706040993854326171e+00,-1.389245098699927627e+00,3.566655825838661031e-01,1.088489817563416950e-01
1.950600112147714782e+00,-2.190774123980434140e+00,-1.080532115471537491e+00,2.535313495224498781e-01,4.601735708174051198e-02
-3.028459940104723191e+00,-2.115990525347017037e+00,-3.063937427748843589e+00,-3.376410160499003776e-01,3.821676585116554059e-02
-1.179584122897869403e+00,4.148690238793397711e-01,2.577865345630479865e+00,3.450794926041330091e-01,-3.694010747425547914e-01
-2.872877660704210800e+00,1.973909847780531912e+00,-2.229860454770277833e+00,-4.177784131085006125e-01,-3.833278217006729216e-01
1.022715486595106249e+00,1.029448883780604618e+00,4.028278413660850710e-01,-1.469785869750040164e-01,8.101151576681410171e-01
6.777597965225252707e-01,-4.486481013251273353e-01,-5.296690477451022616e-01,8.912386477822462627e-01,2.562960380446903108e-01
-1.556701601322061146e+00,2.071672435547456281e+00,8.535259498381737586e-01,3.604758111283666855e-01,1.731982931829936789e-02
-9.187426879257403201e-01,2.510622313858541510e+00,-2.763500750503873338e+00,3.325140210088686210e-01,-1.983589681480928124e-01
-8.833121670938259840e-02,-1.387261062887106045e+00,9.320692557397673994e-01,6.456846486527989537e-01,-5.129902197844694589e-01
-2.555838656798165687e+00,-1.441655506815008980e+00,1.339438408324890695e+00,-7.840955214773186466e-01,-7.305274054318180998e-02
-1.845753164949829106e+00,1.928523052383251724e+00,-3.835568452935911310e-02,4.899530889955724389e-01,-3.449384719721644288e-01
3.291501066723347968e-01,-1.807981028172197746e+00,1.227231232741454292e+00,6.527983535300789786e-01,-2.814638061483383247e-01
-1.907223385196354482e+00,2.825029583277438583e+00,1.645275981870740090e+00,-1.287186983540243024e-01,3.711300890293708910e-02
-2.479281442566606763e+00,-5.359020842651887051e-01,1.220185721348260977e+00,-7.182185563565516295e-01,-5.338448679861458324e-01
1.739260406846349305e+00,-1.493687215012997838e+00,2.832459465041258895e+00,2.293681285098328471e-02,4.953060102381557916e-01
-2.345067987911710006e+00,7.491215118041489873e-01,-2.972580316750162321e+00,-3.243214600472307252e-01,-3.884440854076738892e-01
-3.542043363924465282e-01,1.720081847666845576e+00,-2.956062173285870287e+00,4.415430087996974340e-01,-4.601356694378241907e-02
2.918176975593604894e-01,-1.543391624209812463e+00,-1.183917048427946872e+00,3.027046351401247448e-01,-3.794586103713375458e-01
3.077383116183852962e+00,1.397527507592050355e+00,5.766444804623773734e-01,-3.983388782627683145e-01,-5.502689365867462490e-01
1.573575960282217245e+00,2.264836065971658208e-01,1.532787891371102162e+00,-3.260945084016937390e-01,6.933176457638443591e-01
3.066631238773386059e+00,1.393439431137957207e+00,-2.406562248272186455e+00,-6.022997918562315034e-01,-8.752638023485809216e-02
2.309088319151566537e-01,3.025236617642328874e+00,4.647132645844829213e-01,-1.675387404310233752e-01,-8.531338710858299423e-02
3.238374962522305722e-01,-2.427953259307916056e+00,1.560675799232501326e+00,4.152541593220492322e-01,-3.033815705873579294e-01
-2.188319612674134440e-01,1.505838845495262035e+00,-1.297539042795841313e+00,7.384452400239496228e-01,2.465316309825127394e-01
-1.714055292778547512e+00,-2.034307110065084245e+00,-1.795291700618424358e-01,-5.212481555566339519e-01,-1.939065014891863670e-02
2.009404868697124869e+00,1.252903268927278546e+00,2.148871427323566508e+00,-3.565019558973172575e-01,1.285843166332290288e-01
7.177177068559776885e-01,1.883580452293366569e+00,-1.815646416346296865e+00,1.779103023607431222e-01,6.199243585008744617e-01
-1.337110367987351500e+00,-9.512978432046979016e-01,-6.856673878255654664e-01,-3.840300934033505365e-01,-6.944938507103454173e-01
2.948968263439661897e-01,-1.624707903133728815e+00,-1.868226696137244902e+00,2.166618368543543616e-01,-2.095259168873224165e-01
3.002329302180631210e+00,-2.922240649358219144e+00,8.321099432206269242e-02,1.994247615358111791e-01,1.241702350531130317e-01
-8.232208616471012874e-01,-6.506431672234729291e-01,-2.248506675026416879e+00,9.680930097603937523e-02,-5.045241139606417846e-01
1.931205686427010626e+00,-2.116574101348986048e+00,1.761013702001992698e+00,2.017287811751509452e-01,5.597900490232542436e-01
-1.522396518583662539e+00,-1.876405733844121348e+00,-2.537293785618963682e-01,-5.372053187583610834e-01,-1.882484248477118149e-01
2.956054497910494128e+00,-4.551332947334749690e-01,2.435159005919135922e+00,-6.182703558439941460e-01,3.922573098327494789e-02
4.855524675684561586e-01,-2.707575743048918682e+00,1.890619702233490074e+00,3.780066016902539072e-01,-1.730330535268326808e-01
1.866580928872497047e+00,1.337675991637612860e+00,-2.264246807638873538e+00,-3.184642562669701693e-01,5.626023671871243081e-01
1.797857868837064110e+00,-6.548516489640294758e-01,6.212935436824680302e-01,7.080658239569756485e-03,9.535266450612333022e-01
1.148228246209992420e-01,2.844781434595762271e+00,7.424804324353293516e-01,-1.586023899031379636e-01,-2.372756062386371934e-02
-1.405645502921919254e+00,-2.380966882641336380e+00,2.603543557770903405e+00,-1.193989299422494876e-01,-4.155751185652535318e-01
-3.711489143491188969e-01,-3.708945746159697521e-01,8.312817796161007244e-01,8.797509237036487129e-01,-3.593230130323672444e-01
2.997661101949038454e+00,-2.846840668385706596e+00,2.342113687818574874e+00,-2.490607701283947539e-01,2.609907858519309731e-01
2.075106256438642660e+00,-5.650091970207373748e-01,-4.310428891393600637e-01,-5.400907321117559556e-02,9.199365826537801993e-01
9.991112217987456745e-01,5.429883571616538340e-01,-2.743019806279587414e-01,3.010583897425924693e-01,9.248635768072646091e-01
-9.282800885320594553e-01,1.036795762913681251e+00,2.628183022789715828e+00,3.578399636860346567e-01,-1.838499013013587535e-01
1.162345502385164764e+00,-1.930640412357001567e+00,-2.044449730498575146e+00,1.739552848994491141e-01,4.313810511104917977e-02
-7.700526981968636164e-02,1.151798867365753765e+00,2.038923933584673165e+00,3.154815690654193538e-01,2.840183817856440918e-01
-1.749317320725823244e+00,-1.182689094604850499e+00,-2.368295024736045917e+00,-2.747143888129415790e-01,-2.584372111230507363e-01
-2.774675321983445020e+00,-1.002697311678484304e-01,-7.346563667990073654e-01,-9.341230266554128026e-01,-1.229429975015713383e-01
2.974101935421488818e+00,-2.563919655221013727e+00,-2.900013789287404720e+00,-2.721898097232806624e-01,5.460838537802029102e-02
-2.617334694648569382e+00,1.779055820585071501e+00,1.168443668165146221e+00,1.242791943997303139e-01,-3.794012033048762556e-01
-4.520060283146403179e-01,-7.472902579235531917e-01,-2.438747312483275476e+00,2.670642041630700847e-01,-3.817557584371870649e-01
2.630232431527763204e+00,2.395788489408835709e+00,1.829765834808402936e+00,-3.072789016286567310e-02,-1.726103649656668404e-03
6.557625600570058388e-01,-2.935263192172987701e-01,-9.061909827844862875e-01,8.582377968527070689e-01,2.385527149315997408e-01
2.213170654966961415e+00,-2.566655822920079100e+00,2.667622724863423223e+00,-8.046697823576007269e-02,3.831637400898624257e-01
2.511908994740985612e+00,-1.638263268030874631e+00,-1.125416961154304119e-01,8.244571604960468370e-02,6.763221128035450391e-01
-5.174425274783396311e-01,-1.236430731470066879e+00,1.170154625141744731e+00,4.925200022228096719e-01,-6.797971574281806983e-01
-2.050196246111352316e+00,-2.838136044894945531e+00,2.488641379304895374e+00,-3.075320181549535681e-01,-1.792348621792164975e-01
5.185714626108581804e-01,-1.343054323095538294e-01,-1.091749452856336511e-01,9.124871984789149071e-01,3.973721950246150159e-01
1.860912433488387308e+00,-3.269135893726304865e-01,-1.459998157578931366e+00,1.477666195608622890e-01,7.515306258468686940e-01
5.972199138627547477e-01,1.992854689184207828e+00,1.333440189561959421e+00,-1.447347609789463030e-01,2.321704481510292462e-01
1.319151736566996469e+00,-2.663667782668996509e+00,2.053531562704298707e+00,3.678736082778688576e-01,2.090957242142341965e-01
-8.830326527464413822e-01,1.843304950958310151e+00,-1.354649273669180642e+00,6.853872814731427621e-01,-1.183536048723423245e-01
1.355610904067749090e+00,-2.512748747897816326e+00,2.942432195031585707e+00,1.728838588555345890e-01,3.145658346949364859e-01
-1.084468653793422721e+00,-1.122604814950981300e+00,2.179811375775321025e+00,2.288882785384828977e-01,-6.419464718390558433e-01
1.151483160105231107e-01,-1.585839229503155812e+00,1.974624628660055947e+00,6.512519711510398324e-01,-1.815716681506569508e-01
-2.652056246119131711e+00,1.132982685867208517e+00,-3.033833282067180281e+00,-3.746272137092408472e-01,-2.907912404806063389e-01
-3.103917570721712149e+00,2.621541946597136352e+00,-2.932969692727776856e+00,-3.303435485319289322e-01,-1.098396668411281418e-01
-1.509246985689970399e+00,6.652669721677524350e-01,1.719739794637969332e+00,4.172804219728162289e-01,-4.687878045880662925e-01
-9.825516103874689655e-01,-2.202925284190637711e-03,-2.093407822440964683e+00,1.660370814423758334e-01,-6.402110554047566460e-01
1.850221185234007137e+00,1.543088189899201268e+00,2.432320452990714976e+00,-2.250075737372162765e-01,1.868731669415909513e-01
3.347918941748240229e-03,1.040117722673629785e+00,-1.237160068757327425e+00,8.214526644404138711e-01,2.556714777756226575e-01
-2.528009860707501222e+00,-2.442300689326045049e+00,-1.574804699897791593e-01,-1.368716674105610043e-01,3.368411496521079851e-01
1.642719598913135570e+00,1.308582813387793031e+00,-2.178263230014027663e+00,-1.934788753544135764e-01,6.397446917400495536e-01
5.264359638136317798e-01,-2.280879225326938098e+00,1.840397897137120431e+00,5.310026379080603487e-01,-1.216702520483559230e-01
-1.295729583514922290e+00,2.952208987200084067e+00,-9.839665441702605264e-01,2.742567584780037926e-01,1.194915935467003310e-01
-1.409200780336136383e+00,-1.029685301583567636e+00,2.711804245015818182e+00,3.802085675121527619e-02,-5.536029453389506028e-01
-1.265263503307685777e+00,-1.313749761448910425e+00,-7.004243069101012686e-01,-4.233668153926936073e-01,-5.338019667384880096e-01
6.484848355799699426e-01,1.795486142260176443e+00,5.405839405875791925e-01,-1.963540503988210340e-01,5.055289647619607418e-01
2.507898913669199814e-01,2.182529004864229627e+00,2.477033102633208195e+00,1.708347254455784003e-01,8.183366886496099002e-02
1.716906167971641750e+00,3.934699038078117717e-01,1.308059590806257333e+00,-4.785384104028725383e-01,6.276815507167866626e-01
7.506724670608373451e-01,6.804833818562023851e-01,4.124167354783812023e-01,2.738560945197479057e-01,8.602020593685405503e-01
-5.738952021878658272e-01,3.259415474823166292e-01,-1.616337400833410376e+00,6.028880617381966456e-01,-5.423698532313163678e-01
2.637661437093369976e+00,-1.549546828668400877e+00,-1.820129757255261493e+00,-1.864497803459985725e-03,3.360699181176263206e-01
1.482006546621014387e+00,-2.210989566810908524e+00,-1.273979959901945236e+00,1.918077292013968538e-01,-6.172980205244019136e-02
-7.527337108568579183e-01,-1.640960506792596751e+00,-1.533713308271248632e+00,-1.413658378095684898e-01,-3.346390778653280385e-01
-1.616687436377942655e+00,3.856312718346837087e-01,-1.700313389959717814e+00,-1.462113560385645550e-01,-7.817428484253319265e-01
-1.043617626110878049e+00,2.804317812245238350e+00,1.401039601084050901e+00,-1.147779943975705819e-01,-7.020565266204717436e-03
2.710892676261968504e+00,9.581073778394610940e-02,7.360748623406587754e-02,-9.355407598593743490e-01,3.466151333381913280e-01
1.345631069375314404e+00,4.426305615944592375e-02,1.824981818545656331e+00,-9.705102096750156671e-02,7.158870810602835366e-01
1.318009589817666694e+00,-2.504977394621485942e+00,1.064797525542328316e+00,4.792434662841026927e-01,3.228782076414673380e-02
-1.387687717793569808e+00,3.939231996924439372e-01,-2.804203780950650149e+00,6.572109864116593148e-02,-5.340805189428313726e-01
-1.588536908339864162e+00,-2.788374884395127040e+00,-9.266242663820367653e-01,1.700566469495920496e-02,1.381270907979395002e-01
2.171392774926038882e+00,6.836098117047777478e-01,1.018042422080042364e+00,-7.478298116156731901e-01,2.619507355096225565e-01
1.552752413528559750e+00,1.674455134386043653e+00,1.180419746952003912e+00,-4.165173381880765135e-01,1.315266434076245716e-01
