# link_lengths=0.3,0.3,0.3
theta_0,theta_1,theta_2,gt_x,gt_y
-6.942576523152612644e-01,1.774639493089842368e-01,1.654388776995277865e+00,6.173145692521623262e-01,-6.788508515987490277e-02
-2.512352982168515769e+00,-2.122327492174909569e+00,5.478863081816109926e-02,-3.054646022976463260e-01,4.199061240371601555e-01
3.372851211205225574e-01,2.273049111348337092e+00,2.188020373627679760e+00,5.020384081676607102e-02,-4.762863412899764892e-02
-6.954138405949081836e-01,-2.514801097408102315e+00,-3.073831820568423190e+00,2.310425497923422333e-01,-1.718988743818077314e-01
-1.293606490973164602e+00,2.872073572313547096e+00,-1.313669773698987742e+00,3.693386178307905277e-01,8.995679355154835577e-02
2.329876752294381959e+00,-2.167814615531174383e+00,-1.074488576875690882e+00,2.731410889499709671e-01,2.874967544766246497e-02
8.048698437102870251e-01,2.528763461923049682e+00,-3.356440344162470168e-01,-3.834355461262212161e-01,2.018964967952989742e-01
2.731653120561698955e+00,-1.697885945178895462e+00,1.455556099728119612e+00,-3.600803018114066001e-01,5.594332941735185027e-01
2.973482063203679360e+00,3.064643012167604930e-01,-2.082513146547806393e+00,-4.834794436140060769e-01,2.881539161170540986e-01
-2.465696790068169442e+00,2.321985735484186186e+00,1.849548135369663449e+00,2.247414522413851423e-02,6.662474448156294193e-02
-2.431025062825460381e-01,1.008456420237662243e+00,-1.212793106128554621e+00,7.779873158720106430e-01,5.825689279442713975e-03
5.987403822270529474e-01,-9.974607067057306153e-02,-1.506819660136659023e+00,6.713434472342484360e-01,5.894157255194920619e-02
-1.417409665747519476e+00,3.597210479327181964e-01,-8.772891043180179871e-01,8.624655773142597681e-02,-8.381694430878926516e-01
2.760306197114111626e+00,1.166217523120295141e+00,5.281471882269217488e-02,-6.914290198327981418e-01,-3.233394578672259545e-01
-2.560946012057343957e+00,-1.235853766804111187e+00,2.177545236198597856e+00,-5.032407276037250687e-01,-2.814202060587311927e-01
4.799844347697135305e-02,-2.030999830135833406e+00,3.228700055211857212e-01,1.527004071996431178e-01,-5.592815694690105310e-01
-4.220118871421396634e-02,1.706873923608840826e+00,-2.152026752005834709e+00,5.366838344984563580e-01,1.455355727385312936e-01
1.802531667705175700e+00,1.070614784020328614e+00,-2.445197033013584154e-01,-6.195431357731059352e-01,5.187799481095247689e-01
1.209743991023421117e+00,-1.332180086378311756e+00,-1.859557140301749234e+00,2.838198670058759698e-01,-3.097436951673201988e-02
-1.185008166238113780e+00,2.532581276038067486e+00,1.910515364657427106e+00,-1.186675599818579063e-01,-2.026369928936712361e-02
-3.119495776012488619e+00,2.876828963565999153e+00,2.475364557772312679e-01,2.912798647905303073e-01,-7.725528288690139411e-02
2.387345355908218281e+00,1.460634349688914924e+00,-2.414800112076355809e+00,-4.056949038732163282e-01,3.078589363261510226e-01
1.773278589373312286e+00,-2.343274863140916153e+00,2.904614881604974386e-01,4.805956158179786053e-01,4.920989281106183388e-02
-1.307290417789794823e+00,-1.976467861769737100e+00,-2.864443198495310927e+00,7.843772148787642173e-02,-2.067663688062446881e-01
1.651697971810975218e+00,-2.547325236596509335e-01,-1.187577845420249467e+00,3.210905168938275045e-01,6.568558749583728318e-01
8.300861085604553935e-01,1.184774314491136238e+00,-1.159978375984185073e+00,2.704520367557998739e-01,7.186488378347033468e-01
1.366072246046259764e+00,2.879333987326142541e+00,4.412761719420905671e-01,-8.178026231759093212e-02,-2.740449567395457087e-01
7.022466398850717439e-01,2.953332487841430876e+00,-2.683330824183535857e+00,1.368134914782370981e-01,2.941309335840456285e-01
1.807953895511870357e+00,2.398596263929407613e+00,6.117394400909206276e-01,-1.841337923734586157e-01,-2.691469210363875986e-01
2.087406389366348591e+00,-1.980467866689668677e+00,-2.299852803868411399e+00,-2.472165782252730426e-02,4.907621207240969730e-02
1.497597067103066948e+00,2.698902422678547630e+00,2.699883826019410016e+00,1.192910795668512269e-01,2.108860874665633156e-01
1.404312677831769385e-01,1.279916191272687520e+00,2.342481650030125984e-01,3.169009243312181368e-01,6.375494830200603147e-01
6.704458328677951329e-01,-2.527065708129798249e+00,2.467500820472655398e+00,3.962220249897917546e-01,7.064847030698331865e-02
1.951252605757702874e+00,2.463756721134306105e+00,1.297421060776544621e+00,5.313999398167362775e-02,-1.703639221442152518e-01
-4.826108561823478915e-01,-2.597053411149428115e+00,2.224132970111338814e+00,1.630562182389530268e-01,-3.842705045702503042e-01
9.477376439958016263e-01,2.713928362417236784e+00,-1.873258032136357443e+00,-1.500477332363847616e-01,3.874708593872322471e-01
1.593633473097797904e+00,-1.470548736789490052e+00,-2.120940384347944629e-01,5.896922273115331459e-01,3.100864837265485119e-01
2.756251255849250015e+00,-1.365517489868449230e+00,-4.847261205635615688e-01,-3.920586351180571638e-02,6.440265528048564336e-01
-2.810245547931461640e+00,2.896516146055410523e+00,2.328705495103893242e-01,3.000543805552389753e-01,2.237929902424432016e-02
-2.408762498164175092e+00,1.343237931078231640e+00,2.575695728091563552e+00,-5.959523419318318860e-02,-1.637568078426381302e-01
8.630055604415822756e-01,2.025394537234040726e+00,-2.534308979195565747e+00,1.860003506269742035e-01,4.071102269183368705e-01
-1.357495151793714827e+00,1.774418148012966157e+00,-2.527556071251324088e+00,1.836092229655094388e-01,-4.290543236080742728e-01
2.428381117032079928e+00,-2.808922032610130959e+00,-3.074943896055597925e+00,-2.336819222240510141e-01,1.774818351418054330e-01
1.615654231691910248e+00,-4.042410454941594011e-01,1.180496289822530187e+00,-1.275152410175154905e-01,7.849544737593580068e-01
-5.592013235142649918e-01,-2.569803576935940193e+00,1.224815377863142096e+00,-1.438478856806599815e-01,-4.464102373501820931e-01
2.858926914915957518e+00,-2.257555782562463254e+00,1.132420181453386299e+00,-8.940867399399665683e-02,5.494307620049858620e-01
-1.748342970221728132e+00,-1.634972768263672327e+00,-1.747532726123925517e+00,-2.223566781318663255e-01,5.064361009669221536e-02
-2.559268167597616994e-01,6.656977153269698633e-01,2.500315791328569404e+00,2.733957751196959829e-01,1.124101883418993086e-01
-1.873161507389349945e+00,-9.279384555767515863e-01,-2.913440724624756228e+00,-1.193212674327462919e-01,-2.250287819130958600e-01
2.294783922363901496e+00,1.796140583270124935e+00,1.262812319896037039e+00,-1.938983282576996758e-01,-2.595439127824069048e-01
1.834247121663543645e-01,5.132672908327959860e-01,1.260418496149600109e+00,4.120251250462225734e-01,5.251158158673857601e-01
-1.986385022270077183e+00,-2.119860551321764319e+00,-1.853245635147624526e-01,-4.145816211260116013e-01,2.459181510515704439e-01
5.332469377127315724e-01,-1.599517616877351056e+00,1.993496562760259216e+00,5.833826402762662955e-01,1.298660035660355039e-01
-1.626118069069763195e+00,7.532293797477480624e-01,-2.978208309219542382e+00,-5.140873331174539151e-02,-3.339602359782778418e-01
-5.171873662523767123e-01,-1.520323892297366752e+00,-8.939765692125645202e-01,-1.676252263750659666e-01,-4.788152930661458972e-01
2.054226636777428894e+00,1.074615979739673932e+00,6.508944445054032357e-01,-6.803821102148748245e-01,9.073479060140879349e-02
-3.052004878364192209e+00,2.984803224530056198e+00,2.154768024391779946e-01,2.972341456468963750e-01,-2.665992433739827749e-03
5.211034887307741670e-02,3.040367298652241423e+00,2.645386368429210933e+00,2.564427437752496153e-01,-1.252532336540527202e-01
1.057657767551849481e+00,4.070232890115548230e-01,6.579233326119933167e-01,2.178073153121523609e-02,8.151483517152980918e-01
-1.388371315258994265e+00,-2.449747355355067491e-01,-2.177137907132941752e+00,-1.996811208497171197e-01,-4.084003408392711254e-01
2.476994691090228073e+00,-1.920535422000950732e-01,1.663204526677777295e+00,-6.402381522635829381e-01,1.951470471303327348e-01
5.464888283756734744e-01,-2.406486508299709115e+00,-9.892704942711989524e-01,-1.165226775063635811e-01,-2.180880480618279105e-01
-5.879251650791283978e-02,-2.559529666561263017e+00,1.572609494749515058e+00,1.900104256249686430e-01,-4.271268968432355706e-01
-1.758083849657268161e-01,1.439265948708708720e+00,-5.595216692240501111e-01,6.148228024399842173e-01,4.276382816902391526e-01
-1.642518216454584845e+00,-1.207585767996071757e+00,8.724298200674915904e-01,-4.275664592546131182e-01,-6.609505131881381335e-01
8.097809779650191331e-01,-6.188586511526272815e-01,-1.888973601833138671e+00,4.633724730623098864e-01,-2.340399745120030905e-02
-8.179915154225509966e-01,1.803228694986264813e+00,-6.152077315851025574e-01,6.506011456581679564e-01,1.395815869897861217e-01
-2.339477138402890954e+00,7.272426812183097056e-02,-2.115015469544315962e+00,-4.982812545496563827e-01,-1.621284375287181390e-01
8.173677247026338577e-01,1.760182628912441594e+00,-2.085971786603043387e+00,2.161893848954181963e-01,5.207917006804255733e-01
2.183512393161234577e+00,1.836329234659773491e+00,-2.446839359176737894e-01,-6.058540102312161002e-01,-1.630663909142990586e-01
-1.086011401292916734e+00,-1.840223029078017936e+00,-4.574453221163672367e-01,-4.445164735897813024e-01,-2.576229608252461611e-01
-7.963652390464730502e-01,1.911008647084442735e+00,2.281597429576579295e+00,5.161655489456751233e-02,-2.069105464182502407e-02
2.701292542967232535e+00,-2.687374882536373022e-01,2.353183936503110196e+00,-4.770985165469219802e-01,2.400104956566456726e-02
2.898814574995394189e+00,4.044882859931719921e-01,-2.592821697335159215e+00,-3.598737281936100763e-01,2.194777243338049133e-01
-4.537958509063737544e-01,1.071317680134649564e+00,-1.724921583441520800e+00,6.483283388925191737e-01,-2.261710009019274326e-01
2.440615897834951475e+00,4.633542554544689551e-01,-1.788304461576869286e+00,-3.889599875220405290e-01,5.335681968566677869e-01
-2.066034978510242315e+00,-1.057098154381164612e+00,2.116042350823634344e+00,-2.822247558285221336e-01,-5.230784263412044943e-01
-2.764386444407618271e+00,-2.260925311400904025e+00,2.885248716488689524e+00,-3.482613137476097132e-01,-7.775492973836556354e-02
-5.376702861912132647e-01,-1.512997861976817626e+00,-1.596100877957227215e+00,-1.433551398184134684e-01,-2.745686095868344889e-01
1.801786407386197553e+00,-3.327659057371201712e-01,1.117878090896605059e+00,-2.932208463284599054e-01,7.484846308113999314e-01
-1.583251591864886176e+00,-2.723307101806356822e+00,-5.421551865355000999e-01,-8.140009455565055951e-02,2.728723921659373386e-01
1.783057082156290996e+00,-1.024786620621673805e-01,-1.206707994328134914e+00,1.708729768451138775e-01,7.283612304572759655e-01
1.378953323107174000e+00,3.511785412085197677e-01,-2.823495240397866368e-02,-2.961574425603524102e-02,8.881218138334636691e-01
-2.106927946667557450e+00,-2.973819827832203444e+00,-1.971161667880426682e+00,1.704206562456394014e-01,-1.865970817749393607e-01
-2.463360165666781398e-01,-1.526225960926819392e+00,-8.533853303843565996e-01,-3.016852839448688761e-02,-5.149988649805907759e-01
-1.255644734863354817e+00,-1.277390146241254021e+00,-2.950880762650299083e+00,5.601529958373793749e-02,-2.416761236622128883e-01
-2.569343515211782947e+00,-1.304035352640779966e+00,9.914344387269657943e-02,-7.173404687537167090e-01,2.153860520495299580e-01
1.738936633483436189e+00,-5.037895359193669265e-01,2.649594902468218827e+00,-1.722924799943919838e-01,3.760452289728117847e-01
2.614821601759045322e+00,-2.070463220198020426e+00,2.376771907949425611e+00,-2.954314838743191673e-01,3.717884668272702364e-01
2.950633692640645123e+00,2.471804957527244717e+00,1.935886537026561882e+00,4.369738922423085925e-02,9.333831010689236374e-02
-1.965769709300619894e-01,-1.673385928131676526e+00,-2.486164805875696437e+00,1.011732799486181333e-01,-6.410654794714082394e-02
5.524369695919171264e-01,5.841730070265604979e-01,3.873462812790462451e-02,4.971437081044463024e-01,7.064395552706703718e-01
-2.010572229723901039e+00,1.408929815279753583e+00,2.019049686873447769e+00,1.654376069442424768e-01,-1.447756200129002302e-01
2.508296903537853950e+00,1.750736404389945378e-01,-2.355375019886272181e+00,-2.268695527869202255e-01,4.068914978476738664e-01
-1.464137254898446372e+00,1.065674506473357042e+00,-1.204461852856288928e-01,5.689428870364914292e-01,-5.634756857482373649e-01
1.884852172677731197e+00,7.687499529431218726e-01,-6.759061057900122016e-01,-4.763878445517561455e-01,7.014877830111225787e-01
-2.312168715511582651e+00,-5.213185336594761132e-01,-2.122640519805167436e+00,-4.160633944147189567e-01,-2.110614401745669610e-02
5.595605768285683013e-01,-3.475917209753731640e-02,-5.726769613858735397e-01,8.135298276719075128e-01,2.951993156798499163e-01
-1.242727252891101530e+00,4.602159957836304827e-01,-2.839799287144645579e+00,4.340930492247518924e-02,-3.567938841542419026e-01
2.778321329292706032e+00,1.911569388713544093e+00,-1.586631725791640690e-01,-3.412223706018218117e-01,-4.884144173816592494e-01
3.811080338869539119e-01,-2.251214435539361514e+00,-1.862779966097916073e-01,4.999905495455878035e-02,-4.403974642463203693e-01
-8.159153160900336488e-01,5.655300262802858136e-01,4.775897037899641262e-01,7.884956865203830434e-01,-2.252626994832489515e-01
1.662315239088954399e+00,2.569946800988098801e-02,1.288523699707342374e+00,-3.584252355556443170e-01,6.459776087107272913e-01
2.859138373152754653e+00,2.276351137796556401e+00,1.138191639350845996e+00,1.350510282894020753e-01,-1.927832340153983748e-01
2.253605162048169852e+00,2.528403044321314574e+00,-3.509875835393585497e-01,-2.517246211458085137e-01,-3.547351403975602668e-01
-1.366684417097733029e+00,1.472388607297959062e+00,-1.110224581581706893e+00,5.200827352695350791e-01,-5.152916060484675764e-01
-2.609599966017750461e+00,-2.729340231581898646e+00,-1.974458904279542404e+00,7.175763225124845435e-02,-1.663818435705462229e-01
7.745662511709814346e-01,2.143246719879065232e+00,-2.506130002050815264e+00,1.968322509812625576e-01,3.964425050836205000e-01
-2.308312518716813422e+00,1.900716894580681604e+00,-1.425460696333193278e+00,-4.091691164820776550e-03,-6.307051997588324355e-01
-6.938730749636072836e-01,1.446447925412551960e+00,-1.864355202877480355e+00,5.825317083958232445e-01,-2.557463778929660037e-01
1.440489567651304093e+00,-3.306195133130227504e-01,1.949816146445273013e+00,-1.265793986986470387e-01,5.906933639660868485e-01
2.380675633656485601e+00,-2.402219388551972923e+00,-4.896222070348961175e-01,3.443216128136385445e-01,5.365477629725015629e-02
7.630295312930899243e-01,9.755645004269073439e-01,-1.488396313065691645e+00,4.573793018676421407e-01,5.773994058289919629e-01
1.181556483981103689e+00,1.540097576342935426e+00,-2.163333861855649243e+00,9.435523616071048170e-02,5.587993220299249941e-01
2.576470054525593412e+00,3.085153763505893210e+00,-4.521705804325306666e-01,1.335883055288741017e-01,-2.777316613389333444e-01
2.636069405693137746e-01,-2.516219510441387364e+00,2.736351157935200895e+00,3.661543494654154740e-01,-1.523182900739561418e-02
-1.401633885858934114e+00,-1.240085199260144488e+00,-5.837395206324065278e-01,-5.117315030452234126e-01,-4.143819081533037241e-01
-4.966552324671802410e-01,-6.499847054380381017e-01,-1.966895382125017244e+00,8.733806123906701080e-02,-4.247782356835299589e-01
9.870305483662402679e-01,-2.768325813815004643e+00,2.472509230580759443e-01,1.136897510063999694e-01,-3.428575557062363832e-01
-1.548995813863272453e+00,2.573981141374123816e+00,-1.748680806615938721e-01,3.602415809388117562e-01,1.818905926802224238e-01
3.032682979021743996e+00,-2.571005824183128396e+00,1.479896497885443196e+00,-1.383325734379521887e-01,4.458572315282984810e-01
6.735665036128626326e-01,1.059273737424451411e+00,-1.669938888848855774e+00,4.854865855590800860e-01,5.020611013664273425e-01
-2.142208307215367480e+00,-1.426592089125884089e+00,1.661670336328500142e+00,-5.342924825422499246e-01,-4.112334153863987374e-01
-1.693211676275144795e+00,2.309419734573170402e+00,-2.448257700156050376e+00,1.307023425518914761e-01,-4.141916395951081853e-01
2.451441546626540458e-01,-1.482718244322678736e+00,-1.725253683456296150e+00,9.393839931093028728e-02,-2.640334173316895017e-01
-3.015828391804409314e+00,-2.011079378380911109e-01,-1.725326105968536305e+00,-5.284232375083262045e-01,2.770603961010522642e-01
-6.514923595797412759e-01,1.159662641029326480e+00,3.153244735031042190e-01,7.045433702244978669e-01,1.841194005255784305e-01
-6.530022412471194748e-01,1.071035058736654833e+00,-9.968887655525033864e-01,7.635725041407002145e-01,-2.246030638052878281e-01
-1.625161448940463549e+00,-3.123385876891471291e-01,-1.829099600425693417e+00,-3.671512893379247910e-01,-4.040801736465298166e-01
-3.102305511893912460e+00,1.375961793986673065e+00,2.885409817486463524e+00,-2.261861119285082655e-01,-3.323224403616314993e-02
1.106556761678660905e-01,8.754991991775336047e-01,1.885090218546634055e+00,1.746318578437133229e-01,3.634219204778227352e-01
-2.790046137411602345e+00,1.964104210611319346e+00,2.263508015670576690e+00,-3.844202300289393387e-02,-2.651963612330382469e-02
-1.870893616841218909e+00,1.349791370130834167e+00,1.594000826616885469e+00,3.147712194026902610e-01,-1.723666872957564933e-01
-2.023925713256680581e+00,2.626506270529720410e+00,-1.260322809287601098e+00,3.532407029252015995e-01,-2.830928372755275868e-01
-7.381482415215945281e-02,-1.037812399344835157e+00,-6.337908258617770407e-01,3.800234172140163347e-01,-5.864883610918266710e-01
-2.284361817320982979e+00,-1.321886130660208103e-01,-3.120790908566397626e-01,-6.956821925432394860e-01,-5.461575371809780366e-01
9.198169548339913959e-01,-1.037225984095491604e+00,-1.315583499118765376e+00,5.209347952065349618e-01,-9.365064860563515614e-02
-2.159769473595676281e+00,2.795042978003359657e+00,-2.063671937352788976e+00,1.173957294268389295e-01,-3.683977197983209773e-01
-9.767406152319928481e-01,2.016865089019609592e+00,-2.097148155161178806e+00,4.671917162479537478e-01,-2.511320283912075735e-01
2.081753535807273181e+00,-1.401649969944741336e+00,-2.732009329520974639e-01,3.620538696145219615e-01,5.690751394425206389e-01
8.075666876089990787e-01,1.055175716886386006e+00,-1.205701951411794148e+00,3.585736873870313812e-01,6.873206981888912992e-01
5.817455846145680454e-03,-2.960914684455189239e+00,2.681071601219309208e+00,2.940037001543948092e-01,-1.350623577420985710e-01
1.563991826944853614e+00,-2.753022247279974799e+00,1.617448757949095928e+00,3.866964701234950619e-01,1.462203831181043967e-01
3.439587307988558607e-01,1.501661589436310784e+00,2.253902688413258915e+00,2.845060929478274159e-02,1.445060178070744217e-01
-2.694406606734331966e+00,2.962746581934102785e+00,-2.905280635315178994e+00,-2.438393846659863695e-01,-1.952404973055667514e-01
1.425646116720480805e+00,-5.329051697538162990e-01,-2.495923614227756993e+00,2.218620405247498928e-01,2.306407780627715565e-01
-1.916029204671823472e+00,4.374309535208333877e-01,1.933459468363849076e+00,1.955921086074907944e-01,-4.492235368472745627e-01
5.170387344496796267e-01,-2.012849814079837429e+00,-1.476209378581863518e+00,-1.243658737074099241e-02,-2.014927498027245523e-01
1.155713379652682171e+00,1.006174873071333131e+00,2.480446183162575480e+00,-6.719983188010181241e-02,2.243605106850152797e-01
-1.115410522198521548e+00,1.971018891130171369e+00,2.926398696334908678e-02,5.186869341501815223e-01,1.892138189484662281e-01
2.115404651499980915e+00,-2.200349708700999329e-01,-2.179044853544475302e+00,3.691371947950866650e-02,4.569693988782780325e-01
1.494072055960000256e+00,-1.752261883788878150e+00,-2.704560136215012900e+00,1.783576398004743657e-02,1.691509488251750348e-01
5.465300386940064037e-01,2.849183392835830553e+00,-8.315258216213581299e-01,-2.854300623497945111e-01,2.442548552226228853e-01
-1.120903352750824311e+00,1.636499608559189411e+00,1.693052190322704043e+00,2.128190376255164884e-01,1.187809919982482088e-01
1.160277796195154920e-01,-2.798138953554815789e+00,-8.477859894155863607e-01,-2.485675751148627155e-01,1.527116633924205380e-02
