# link_lengths=0.2,0.15,0.15,0.15,0.1,0.1
theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,gt_x,gt_y
-1.681943295850985010e-02,-1.173591427569510071e+00,2.107434458343902861e+00,7.437835863091644129e-01,1.400176758656898279e+00,-2.251918654918695140e+00,3.027501190663205999e-01,2.062364191721955398e-01
-2.033368164684679513e+00,-3.112424732233546987e+00,-2.148179464542558925e-01,5.911134938999929034e-02,-2.340470765564859335e-01,-4.851692555967637155e-01,3.175577288462034797e-01,2.953762897080041694e-01
1.852005835288957236e+00,8.025025799428098239e-01,2.948931035207857043e+00,2.149623724110077738e+00,-1.540264762982963553e-01,1.915819748859494354e+00,-1.306621647474295600e-01,4.050713252339819270e-01
3.664465939341368106e-01,8.523679282774554444e-01,2.522773925221801328e+00,9.441205266108774197e-01,-4.409752577625565273e-01,1.248873130079137361e+00,1.359678923578384602e-01,-1.824471508750445392e-01
-1.983272812934313123e+00,-9.008716371689526881e-01,-1.853936636743283017e-01,-3.069379308847208776e+00,-5.055825766841159918e-02,-2.353509249138157067e-01,-2.784155104400200254e-02,-2.154114254710974841e-01
-2.410313394672779719e+00,-9.724188565285980523e-01,6.425330633903385547e-01,2.000285184035429431e+00,-7.632745903447899494e-01,2.804829491116434426e+00,-2.884753840683636494e-01,-2.608539003955936408e-01
-1.499845565652359713e+00,6.010050262420105760e-01,-9.959346251083784907e-01,-1.603787619404740683e+00,1.114852850578371246e+00,-1.067503734764191581e+00,-2.486134140112591373e-01,-4.449373089568322004e-01
-2.872273068938668850e-01,-1.539393572816885047e-01,-2.842764896873438474e+00,5.944878310084447115e-01,2.627796462004509337e+00,2.282273670518222275e-01,2.424609435758665610e-01,-1.545439113810154474e-01
-2.418642500062155420e+00,1.226674399617987632e+00,7.321888726147398607e-01,2.251134602333459966e-02,-1.600423618451170871e+00,1.370647490263567470e+00,2.093665355436415965e-01,-5.529308256689139389e-01
-1.865911851126516030e+00,6.614219947976618386e-01,-8.308922697763199139e-02,-1.640237403736785726e+00,2.561959872281877715e+00,-2.463881899248975937e+00,-1.109081236613961852e-01,-5.737064708066536012e-01
2.985594978795182541e+00,2.655902854444696537e+00,-2.600061579034655956e+00,2.979229010455987314e+00,2.266899607318448417e+00,2.104919054253096888e+00,-1.805273481562481575e-01,-7.425003083755786493e-02
-3.030722617216996539e+00,4.752764171538177429e-01,-1.212973549373166371e-01,2.064949901842552116e-01,9.772259806118377412e-01,-5.514435460873539085e-01,-6.131111151713604102e-01,-4.543386056334606793e-01
2.114001090094581592e+00,1.131008155216276734e+00,1.081976386863223283e+00,2.167292225020556629e+00,-1.925865075051766961e+00,-1.748894124295570673e+00,-2.715005892180255564e-01,-1.915318904593488886e-02
-8.827970467701491408e-01,1.941870954198794408e+00,-1.392651997793613816e+00,2.335626466163665427e+00,-1.928836279689108313e+00,1.559176716109704763e-01,4.765993400655711421e-01,9.346200612074240244e-02
-2.133777464359702947e+00,-2.652448742867775877e+00,-1.040107782698280303e+00,-8.197491652738131407e-02,-7.740396797255146843e-01,-2.332579005680666562e+00,1.789440228642680264e-01,2.283807210164994633e-02
-3.100389322371133183e+00,-1.425690469904161706e+00,1.188880852458797932e+00,1.195426395518246920e+00,1.152497525703726211e+00,1.504244128565746408e+00,-3.138624127512585904e-01,7.801980954328616158e-03
1.329123164154434100e+00,1.840061340245394028e+00,-1.936901685650805005e+00,2.578093752480193679e+00,5.712505338257871657e-01,-1.852802947208536333e+00,-2.842333046910363037e-01,2.014660060742702874e-01
2.880447635372047621e+00,-5.449102352931967097e-01,-9.687684127041369386e-01,2.196336842097308839e+00,4.530464017893418571e-01,2.199008014734566530e+00,-3.679147070800213304e-01,1.618657890247488518e-01
1.617781274768312905e-01,-1.186579044358706092e+00,1.945040705657977043e+00,-1.064792531294068922e+00,5.943020731077854890e-01,1.388711670203175430e+00,5.781664230225513901e-01,1.416906997012142289e-01
1.558686919004848015e+00,1.677032276847309156e+00,-6.899529073516879052e-01,-2.988454277258423275e+00,-2.129780310772626528e+00,1.421461331470726286e+00,-1.790069229099243986e-01,6.060370435894731067e-02
1.917905812557314960e+00,9.751905383892367496e-01,-2.560397880907288481e+00,-2.450798272390382504e+00,4.651297998737824457e-01,1.962154975978007698e+00,-6.266195777350014318e-02,7.662924641076740429e-02
1.213791638753985325e+00,-1.047716065899213955e+00,2.827655174461092713e+00,1.173201305374687031e+00,8.106910590796525540e-01,5.318692510003151241e-01,8.939249512956395916e-02,-6.032973743957481538e-02
2.371765090164980272e+00,9.190040857235226568e-01,-1.327371204118484860e+00,-5.982710507015731594e-02,-1.786983408712128352e-01,-1.855831129815635805e+00,-3.145322267028556329e-01,4.830240892399513264e-01
-1.945383344542026327e+00,-9.238443759548666812e-01,2.261336968749374954e+00,-8.578086417139783038e-01,2.350325231222859301e+00,2.307334345365711137e+00,-1.152998204612795813e-01,-3.889930399926845306e-01
2.337463177211014376e+00,6.353212258703999638e-02,8.939685832463766246e-01,-1.012726574595165019e+00,1.498281011263472351e+00,8.881991258053636429e-01,-5.802751263282550642e-01,1.764144185599337278e-01
1.433669508644430657e+00,1.462040112865218511e+00,-9.412069055622263036e-01,-2.909013748626942064e+00,-1.245607410232341339e+00,-1.586458078588743437e+00,-2.263723638143849692e-01,2.305982284143189842e-01
-2.038986716251577125e+00,3.075284064369882664e+00,2.493718503316763702e+00,1.923748368496116079e+00,-1.196802559636074070e+00,3.056734707334617163e+00,-4.392016557370601038e-02,-2.208903128706300456e-01
-2.606692959710134261e+00,-1.430336482055287739e-01,-4.020292908108364927e-01,2.478848276350922752e+00,-3.072034475682114962e+00,3.023518172816594962e+00,-3.506413617608913347e-01,-2.605079826086443284e-01
1.453004658380167236e+00,1.736091826828497275e+00,7.778431405613552840e-01,-2.391287371271320517e+00,-2.393069985122997068e+00,-1.019326750703985596e+00,-1.866723134370680826e-01,6.184943027821629413e-02
-3.066183378820226402e-01,-9.560929511062710162e-02,-3.571788769192423274e-01,-4.573729462968190163e-01,-3.126497607463797124e+00,3.000236004103083332e+00,4.759880004171312406e-01,-3.672122518032790994e-01
4.818821262065418054e-01,-2.236422795115684536e-01,-1.924341202577372512e+00,-1.129112141037520445e+00,3.087320776762303431e+00,-1.093192752610159246e+00,3.322423295611454108e-01,-1.122610958374943291e-01
1.775177201729793985e-01,5.628363621588832189e-01,1.132236132402263173e+00,5.137456618218148030e-01,1.417403706960179477e+00,-3.663123373592669374e-01,-2.073120631784781953e-02,2.919068643117667672e-01
-1.059784688705316391e+00,-2.341664469882084099e+00,-1.741480844878173784e-01,-6.618753532006516060e-01,-1.371843226851503950e+00,2.380507014830144819e+00,-2.733136396697423698e-01,1.316790018952084251e-01
9.505620633610440962e-01,2.462637008613481449e+00,-1.428240772060509922e+00,-1.395379248921783555e+00,-2.454930531638180646e+00,-2.210706863874281947e+00,-5.239947183659750957e-02,3.279613579549955360e-01
2.926282803509621999e+00,-1.957221337472758949e+00,-1.290840758936692145e+00,1.501640531378371612e+00,-2.939454017241997175e+00,-1.268503035260721612e+00,-2.913623037721603526e-02,1.480795486591647836e-01
2.077383410935169650e+00,-1.552184473455578084e+00,-2.417833628374634891e-01,-2.391588866348236753e+00,-1.069320194448394989e+00,-1.119044379456364258e+00,-4.035473348262821891e-02,2.582428109621957568e-01
-5.105171393297722737e-01,-2.756407505551172754e+00,2.722117916942570659e+00,1.824145064137678851e+00,5.574755929249448627e-01,-1.369871372854203573e+00,2.600671871288255388e-01,1.284592601149834312e-01
1.721021794443796438e+00,-2.283963755011632291e+00,1.802892438326574087e+00,2.615504441174595129e+00,5.969481937189384801e-01,-7.528568321388382500e-01,-7.826896127135779535e-02,1.176301158370714195e-02
2.366208566762670884e+00,-1.373711192583712215e+00,3.961624141556252532e-01,-4.003811437345552449e-01,-8.994328124931429969e-01,-9.313682244708529900e-01,2.150123182510841890e-01,4.726284759613451625e-01
-2.077370965801052627e+00,9.496002676081847227e-01,7.921764054496311935e-01,4.248584006119946466e-01,2.964132841766713433e+00,2.698603795542484640e-01,6.033350431565143168e-02,-3.556874149488753467e-01
1.322831026172255342e+00,-8.095601527452367385e-01,2.028125907856524357e+00,3.116258763245928876e+00,1.841025921729707804e+00,-2.993462493484368547e+00,1.917901234599673765e-01,2.603212662604627026e-01
1.148146169000797912e+00,-2.555470587221164713e+00,-8.289306158069731367e-01,-2.849515792509160761e+00,2.464578963052110439e+00,-1.706617612506342585e+00,-5.572949842397328241e-02,9.904344311382494437e-02
2.902526968480588998e+00,2.494534270598820491e+00,-1.682627429570031197e+00,2.799448915453422337e+00,-2.087561166995448581e+00,-1.096509168375078058e+00,-2.059296936751284501e-01,-2.304868904123610895e-01
3.784697873787279399e-01,-7.801366544415002657e-01,6.852624783326040081e-01,-1.520658976738173518e+00,5.793397378557982869e-01,-1.452836845533071575e+00,5.447972155506159986e-01,-2.314103551742949239e-01
-2.379084473088170171e+00,8.931119783109151555e-01,1.809072574696230618e+00,-2.592836938159306825e+00,6.836586568513052242e-01,-1.032452483359841633e+00,-1.743430308474695212e-01,-5.047524593020935590e-01
-1.061323195180000400e+00,1.781823668984646503e+00,-7.582859492409301794e-01,1.595312332586788173e+00,3.066583033528960556e+00,-6.660565937094689026e-01,2.848511915562057517e-01,-1.037991257123551669e-01
1.486307430019468079e+00,5.403204164036319312e-01,-1.857876988254560935e+00,3.040276514129338636e+00,-2.862304853996931797e+00,5.530862001291181329e-02,1.351325125951299277e-01,4.221665542032589924e-01
1.695427094808299451e+00,-2.666186545797002871e+00,-2.375879051998940561e+00,8.585923932821355464e-01,1.297811982357706562e+00,2.027374579288335532e+00,-1.020051632961004318e-01,-4.580027988119170224e-03
-5.164049762017430822e-02,2.793207550275672801e+00,1.654782154754570911e+00,-2.037913338744183456e+00,-3.055923965449421686e+00,2.964612320089445419e+00,-7.884316904445314023e-02,2.384055771850994432e-02
-1.862445784641486357e+00,2.132139106994085154e+00,-3.143050586250972778e-01,-1.061673775314310397e+00,8.167444772239740303e-03,4.338588838728218988e-02,3.989933189458692575e-01,-4.683964910962905015e-01
1.012584770297531023e-01,-2.143003660288320678e+00,1.387410353342007241e+00,-7.764613748880764277e-01,1.368172178434164721e+00,1.042864399156410826e+00,4.263514333072237483e-01,-2.764759416022091187e-01
-1.443474576221277283e+00,2.445745784405120027e-01,8.028228771101089123e-01,1.323297616342647309e+00,2.280331177762931816e+00,1.269975651512785575e+00,1.852458278660621960e-01,-3.798499168572997964e-01
-2.375635048608199185e+00,3.086764722680418238e+00,-1.755893619181799981e+00,2.188220959886822747e+00,2.173356052546054684e+00,1.059309342447150470e+00,-2.448179521383434670e-02,-1.457839714042078461e-01
-4.681437475763634559e-01,-3.465318112007982343e-01,-1.152633218059113895e+00,-2.663859365088510955e+00,1.390568658116940526e+00,-2.604203084843883964e+00,2.023305093872931892e-01,-1.358959924667160202e-01
-2.633508380871434351e+00,-8.750489947008324165e-01,-1.554097254431768604e+00,7.838790524863479270e-01,-2.109921456680197593e+00,-3.044651203422766184e+00,-3.268519485333454266e-01,2.238523760342847890e-01
1.468845849458616293e+00,-2.405586100882145306e+00,-1.955041025649042474e-01,1.379473260621269404e+00,2.256651632288962261e+00,-1.040085683403127792e+00,2.486846126956468173e-01,1.379833669622675396e-01
-3.106308232003114789e+00,-3.592955081650606175e-02,-3.101357310678618528e+00,4.188492217181489785e-01,-6.603760986075997153e-01,-1.525374792526985823e+00,1.689892100832179542e-02,-5.347363771977894920e-02
-6.645543054537195182e-01,1.798590106937669297e+00,7.225092829477199885e-01,2.501000320308851776e+00,-1.521922608181326630e+00,-1.103847073311051474e+00,1.510732219333850435e-02,1.446687333676404952e-01
1.730369153703071206e+00,-2.010975759397504170e+00,-2.692317013290498107e+00,-1.341568239563279530e+00,2.190043410676339342e+00,-8.775423147193714968e-01,-2.452464756622406150e-01,1.700434970698117554e-01
2.784903597749910809e+00,5.003407094303566893e-01,3.037506985592679953e+00,1.991751712141161867e+00,2.488374425456051142e+00,5.795701055220097153e-01,-2.340674562884474119e-01,-2.090970587572515971e-03
1.433785546761122909e+00,1.301825647092047511e-01,-1.128764760479542328e+00,-5.927088415479202510e-01,2.012425105486556731e+00,1.587850273819359614e+00,1.889712303011051309e-01,4.541595155418770013e-01
2.664792125625087493e+00,-2.393873041689664749e+00,2.108098564354619064e+00,-1.243660128153922795e+00,7.465194491916995467e-01,-6.817002842360961878e-01,-7.274191653350624287e-02,5.599615896763961986e-01
6.468919653406621784e-01,-2.861649564601457474e+00,-1.305969061234955708e+00,7.997238295093183069e-01,-8.428954539125452783e-01,2.557179566138786164e+00,-2.444890807347199768e-01,-4.866589987906454889e-02
3.541847970573561710e-01,2.759640447562824228e+00,1.768538997681136316e+00,-1.548675051704005767e+00,8.010433190674861592e-01,-4.192845337451251986e-01,-2.228111364606555622e-01,-2.410080332954412374e-01
-1.233453674636860065e+00,2.185381941570639697e+00,2.905821180342282872e-01,-3.206818449048327579e-01,1.689579492926625015e+00,-7.327159748136171658e-01,1.756541955657785481e-01,3.408151061765259948e-01
1.266246231137202471e+00,5.837786715530732806e-01,-2.062415510451509171e+00,1.064494852313475626e+00,1.716585897807349603e+00,8.090560199854825996e-01,8.276263555869621535e-02,4.470780367969955371e-01
8.265434991905706852e-02,-1.737963846629968057e+00,4.745566368310694116e-03,3.746454746416132409e-01,-1.184104309806543132e+00,-2.626177692719244838e-01,4.928628309611950142e-02,-5.296829003778263933e-01
-3.077689324020749240e-01,2.231838924598883445e+00,2.191506462668817434e+00,-1.983845400750707810e-01,-2.506371991151665313e+00,-9.969666653664743805e-02,-1.108893160866523606e-02,4.642935068252673769e-02
-1.614269640579782950e+00,-1.337225066518875627e+00,-2.902473801163063527e-01,-1.595423691148907031e+00,1.505544774862408453e-01,2.991929823199653171e+00,-3.015045120638174536e-01,-6.358998964701800816e-02
8.839622160517794924e-01,2.895862309411286084e+00,-9.964011575185987013e-01,2.852561084793475921e+00,-6.819773464398206642e-01,-1.048844862425590829e+00,-6.277873967856231752e-02,-1.388199332622231663e-01
1.339875079082626819e+00,8.928014549213756368e-01,-3.124668618542314924e+00,1.799110758845172242e+00,-2.275532266333059717e+00,-1.751599303280548803e-01,1.629891803331670608e-01,1.165061112647795133e-01
1.879893736843851748e+00,-2.132665018325852646e+00,1.178660365662374865e+00,-6.368836801125761227e-01,9.612257547754978759e-01,-2.530614525856319297e+00,3.784865810360170668e-01,3.147248445035112918e-01
-1.812571540900392408e+00,-4.652684469298957737e-01,2.639532402658003818e+00,-1.521652445846443547e+00,-3.064306203405343876e+00,-1.837401556750832832e-01,-2.198963014366100283e-02,-2.089404621431483200e-01
2.517206704061902833e-01,-3.135435226541209985e+00,2.789775150420811478e+00,-1.771321243613086516e-01,-2.030891216131409216e+00,3.022985858411690430e+00,3.508576170296174856e-01,-5.109930239204102387e-02
2.389263205645566934e+00,1.958698944929316177e+00,1.056740695937923746e+00,2.673721939957359517e+00,5.240669305951857204e-01,2.567303178881877201e+00,-1.878391292117728706e-01,2.075273650833722727e-03
-1.830815444999994490e+00,-1.090679569945628202e+00,-8.016996269905050099e-01,-1.443340228357009813e+00,5.154661390410750776e-01,-3.814699455612537982e-01,-2.319918497316314498e-01,1.859050262594311720e-01
-2.271106744282769263e+00,6.999144042154359369e-01,-2.382381121058941176e+00,-2.896763404435352296e+00,-1.484578807171789361e+00,2.535451704591664246e+00,-6.337828960724796457e-02,-3.168141028473036025e-01
2.269043021223930090e+00,1.613278027948530813e+00,-1.985345461443014603e+00,-4.751099110523737679e-01,7.912837101106973137e-01,3.884410725867808445e-01,-4.107574011220372912e-01,4.738834523931176324e-01
-6.468973256379726422e-01,-3.272831693771869332e-01,-2.556028928216770524e+00,1.893138374664311563e+00,-2.316534379714643599e+00,3.038722370027807429e+00,8.730382031165775936e-02,-3.441451288785063456e-01
4.545284629030943435e-02,2.080483276508743984e+00,4.937232730272387293e-01,2.989555393825658491e+00,-8.516494337682911642e-01,-2.754825685051557560e+00,7.056051412591737848e-02,1.086484232181052223e-01
-2.159896138343956551e+00,-1.607593992539020356e+00,2.438909882512362515e+00,1.166530093940394863e+00,-3.791008321039779361e-02,-2.824636251820780597e+00,-4.998416103036674996e-02,-2.797730847247110186e-01
7.396058981839619406e-01,-2.593371532742372310e+00,2.178171987671659871e+00,5.967155827805292745e-01,2.329692476603319129e+00,-2.512794556584753813e+00,3.133568318553491272e-01,2.144007769900575511e-01
-1.093250497112971065e+00,-9.656752467969567100e-01,2.778388592117298828e+00,-3.436673760561159696e-01,-2.242055958664761484e-01,1.172273196189596689e+00,3.972267317595779557e-01,-4.414019796366080994e-02
-1.884609499664016141e+00,2.204563057697223272e+00,7.259525942791431596e-01,2.401027964857140873e-01,-1.504493023966222198e+00,2.751727463391788753e+00,2.135241039404802144e-01,1.661871161808037567e-01
-3.645410870444845131e-01,8.666817705411142825e-01,4.085959316373970474e-01,-5.903539750025807997e-01,2.504579442498601871e+00,-3.781466946821909758e-01,3.808338575392534175e-01,2.617822257813995357e-01
-1.502099890022183803e+00,2.064739249570294533e+00,2.734874878645411123e+00,-2.946667950827591032e+00,9.926232417316516177e-01,-4.330935794956283225e-01,2.171702911839110961e-01,8.514580866140245008e-02
3.750224525409762144e-01,1.368091483397482655e+00,1.752564534961837950e+00,-1.648196172961693406e-01,3.901490238928979615e-01,1.882539862338872716e+00,-1.335342379050876438e-01,2.320190762800311557e-02
-1.487926891512811434e+00,8.902624567129260313e-01,1.602037304517634375e+00,2.419815934552499215e+00,3.121893168388768736e+00,-1.752029373749337093e+00,1.817165703918986186e-01,-2.726531385674539898e-01
-1.676721098752768535e+00,2.302542597992331963e+00,-1.093534937892806536e+00,-1.006255054492534828e+00,1.249468474445345478e+00,-1.546512597486011220e+00,3.264211072719432893e-01,-4.482031534950333684e-01
-7.985674115256431449e-01,2.553033223261182982e+00,-2.018965524831087155e+00,-1.513195400071988495e+00,1.025062414994518889e+00,1.071828591236483774e+00,3.940585728909006824e-01,-2.187852527542804015e-01
9.618222412879795513e-03,1.846575821493635416e+00,1.503981651111065965e+00,1.012357992187973288e-01,1.000585182531663619e+00,3.189644980050325707e-01,-1.489913865875475418e-01,-1.304766142382698946e-01
6.160889774043885048e-01,2.223109196869096138e+00,1.331922905107581379e+00,-2.255317901568284711e+00,-1.456951386199827780e+00,3.104693975134593664e+00,-1.095518299033940851e-01,1.761807036652401071e-01
-1.057240036176994025e-01,-2.024706770941029355e+00,-2.876437280077239755e-01,1.697615773170336517e+00,-5.509900602628792221e-01,-4.796201984753269976e-01,1.311150029145542184e-01,-5.404184649355933123e-01
9.038912145114474939e-01,-5.492408613310906240e-01,-7.278329501006561841e-01,1.209928422639167778e+00,-3.135551896524514159e+00,3.356316234012139965e-01,3.997575544528080838e-01,9.887003362284724206e-02
2.065410948799669022e+00,-5.792980083922811829e-01,-3.072437820341109127e+00,-1.408226187409538976e+00,7.959873506445829250e-01,-2.705956053713105547e+00,-2.726005218923134299e-01,1.707599357607907375e-01
-8.370896414861896950e-01,3.001052489412170843e+00,-2.710434283910359010e+00,-7.827471428645269569e-01,3.780931255821293746e-01,2.617929540369782870e+00,2.626074745938244970e-01,-2.296263785358574616e-01
9.290268799431116165e-01,8.354621405317121940e-01,-4.966384892007318363e-01,2.921276272540800356e+00,2.124854536327327459e+00,-2.103419051872227108e+00,1.124936828787463927e-01,2.360513862913801719e-01
-9.132539106993275979e-02,-1.378205075743939689e+00,-8.719763959284496657e-01,1.785913418087998750e-01,-2.505077240804825855e+00,2.131203174557215974e+00,-6.058397409374066678e-02,-3.565061374745295275e-01
-2.613782246104682905e+00,9.640598387251868573e-01,-1.290904040066223946e+00,-2.173684449736961177e-01,3.121264861344938524e+00,2.064188911324412956e+00,-4.257329133060210324e-01,-1.916630936810384267e-01
1.920157055643281652e+00,-2.057116676113892595e+00,-2.532537423558578471e+00,-1.908379940576216960e-01,6.617435986563746653e-01,-4.976158206488916491e-01,-3.465433924614479966e-01,-6.642211660550903507e-02
-1.595401599120551905e+00,-1.505490363912986851e-02,1.202437993433539631e+00,-2.455266160448727586e+00,-1.164008150227946237e+00,5.328103443886291757e-01,-1.745224801170082163e-01,-3.385526490305338365e-01
1.646964125110847554e+00,4.247033917200950803e-01,2.357511739819187824e+00,-1.419639039347734721e+00,5.102398617305747841e-01,-2.504913887443010356e+00,-3.180174048190570479e-01,2.547379747706752240e-01
-5.018792479076781277e-01,6.515992428875394538e-01,2.971545819073178052e+00,-3.093727475683987205e+00,-2.300246760194234241e+00,9.715336123853992589e-01,2.857008258542649837e-01,-2.394096192432883519e-01
1.742519956201102893e+00,1.177438513698035649e+00,9.364189033912504456e-01,2.622432779768249844e+00,-2.229530229247873585e+00,8.246799054790843186e-01,-1.559520864560130782e-01,-2.213036443436947054e-02
1.933707351363255889e+00,1.536830398558535649e+00,1.692085475335938227e+00,4.793594585063147839e-01,-1.701522519286037927e+00,2.281043728612725197e+00,2.583999256095911856e-03,-1.640798689679723865e-01
-1.057339100832122902e+00,-2.317696971491151725e+00,1.605240118756735335e+00,-2.792537040115514735e+00,-2.158824595257164969e+00,-1.100198239191930050e+00,-5.947013450519744032e-03,-2.805934769265107098e-01
-2.294226638227642390e+00,6.177938010903396560e-01,2.915176338349074747e-01,-2.519624852173643070e+00,-1.021601067150830211e+00,-1.155473467256864284e+00,-1.097182888418046093e-01,-2.250845388637982281e-01
7.392940449548075499e-01,-3.070032037813970938e+00,-1.372116614730317652e+00,-1.698304701302560504e+00,8.392606394090762478e-02,-1.741155475202172509e+00,1.410989032690873057e-01,2.339372523733525278e-01
1.342002401642720777e+00,1.641550143609348034e+00,-2.947021186409603644e+00,6.548648612485923337e-01,-2.003680828431902761e+00,1.383876129058577931e+00,2.879914047865755888e-01,2.299919656557015413e-01
-2.104249653070100479e-01,-2.141397957399406415e+00,1.290157441532781668e+00,-2.855941967576529628e+00,-2.427383031130178725e+00,-5.063135416180615245e-01,2.401438399806405111e-01,-2.341942520786888249e-01
-2.372188262907286127e+00,1.693648055111639295e+00,2.312036118307849719e-01,2.815540533817713964e+00,-2.510600129873906017e+00,-1.285468343087034837e+00,1.142491034084997525e-01,-3.065621582167381565e-01
6.987560800369512215e-01,-2.267905872606503337e+00,1.405542279785565896e+00,-2.336209641863107311e+00,-2.101327312655644874e+00,-2.973337853785631424e+00,1.977032836235930180e-01,-1.323087196390668185e-01
1.842800385515508843e+00,-1.303007487299184808e+00,2.166262520986868445e+00,5.866327074680230957e-01,2.701873487787611161e+00,-1.716044651999860671e+00,-1.555228110442532785e-01,1.912492919317961282e-01
2.054735058516513391e+00,-2.838160272458590150e+00,-2.644479444294964843e+00,-2.341041082180352895e+00,-8.746239640380202296e-01,-1.132227461258353163e+00,1.013141070541130062e-01,5.236276465183772877e-02
-7.992997335574303364e-02,-8.389403601745537564e-01,-9.408901453677032123e-02,-1.848372785972807186e+00,1.894314954389311190e-01,-7.350184042021639108e-01,3.995310827520497099e-02,-3.229964475268756741e-01
6.170921104620319397e-01,1.927071648185005870e+00,-4.033007882355166274e-02,-2.111542638757908819e+00,4.631032975003819274e-01,-1.626849014298925811e+00,1.944675698731137548e-01,3.525315023991236196e-01
1.082369756901592872e+00,2.624661602423019602e+00,-2.959075898734874865e+00,-2.220823248592568522e+00,1.458955325103089784e+00,-2.399918735969548855e+00,1.171461062790666863e-01,-1.892479750114352266e-02
1.352264047991660334e+00,5.387318535882710258e-01,-3.816527354544190231e-01,-2.926322327216577257e+00,-1.772816765157334773e+00,1.605265477912439565e+00,-7.291733082408814737e-02,2.439349599871011853e-01
1.545724449156243629e+00,2.103021240471585784e+00,1.594472009613139285e-01,-1.752881704300950139e+00,-2.690600191208115000e+00,-5.973293054797914614e-01,-2.001949773296021751e-01,1.339398057804169762e-02
