# link_lengths=0.3,0.25,0.2,0.15,0.1
theta_0,theta_1,theta_2,theta_3,theta_4,gt_x,gt_y
2.345461936015110105e+00,2.463117502923183544e+00,2.654330457968633539e+00,-2.928850927790191960e-01,1.341417535093532010e+00,-7.592786594074890649e-02,3.458688376079768756e-01
1.822325304826276415e+00,-2.077766711345476303e+00,-2.642923753581319257e+00,1.526125008347922751e+00,-2.836713358085563463e+00,-4.554636592050927135e-02,1.197646744157299936e-01
1.731930026424945090e+00,2.048662764358200050e+00,1.517784951648163627e+00,2.364580660434606685e+00,6.429222399860465842e-01,-1.533875521219653371e-01,2.176159015516908046e-01
2.664784627951314988e+00,1.540316976744247945e+00,2.790870887417375990e+00,1.412552317645743294e+00,-5.066811938747868282e-01,-3.204505123893611196e-01,2.773629151695988226e-01
4.215189369586567203e-01,-1.632429222875198427e+00,2.498916292679144391e+00,-1.879862481663907126e+00,-2.304350325547499523e+00,4.450712864521906287e-01,-2.716251945149017119e-02
1.858212169078521825e+00,-2.497831184492107504e+00,1.836276319129824586e+00,-3.139376962741353694e-01,2.784857862660511607e+00,1.974074596905531498e-01,3.902997885484620899e-01
3.083580722627470294e-01,1.337165183679225322e+00,2.271255127624312919e+00,-2.767657928871007922e+00,-7.792237956252829889e-01,2.789573740714896832e-01,3.733934827393933786e-01
-1.072994074699498590e+00,2.195100824991826016e+00,-9.448608939409153251e-01,2.987761263032170156e+00,-5.689245489559375812e-01,2.131164499932893530e-01,4.530127224203128050e-02
2.443655480978679684e+00,-1.789089562728469307e+00,-5.888465506720619302e-02,2.112026149491295968e+00,2.798743666782092632e+00,6.925028129702311130e-02,4.501743515492238057e-01
6.776366599603229623e-01,6.825808464974896239e-01,-2.236853552399728162e+00,-1.543850710727043607e+00,1.083908633698205115e+00,3.244683763619279349e-01,8.254340661460868311e-02
-5.793072335678335349e-01,2.626689581454940914e+00,-2.207141607272422590e-03,-1.799521687129114422e+00,-2.074274245470216993e+00,1.650073969468140167e-01,1.756074285195327322e-01
6.444437824150845984e-01,-2.883239219689160748e+00,-1.590202900414299458e+00,-2.608315825030378399e-01,2.542531904930692477e+00,-1.547206362708416216e-01,1.327532845488054170e-01
2.061331105893384752e+00,-6.541988440204198341e-01,-8.022357551954173438e-01,-1.335035225709990669e-02,-1.582267430284227006e+00,2.432370787160282322e-01,6.250235480028430990e-01
-2.821354088811645511e+00,8.319869225241056654e-01,-3.022802263369261500e+00,4.307753117970465340e-01,1.647228933637160608e+00,-4.447492612793962352e-01,-3.654777476015353549e-03
-2.648059575327477155e-01,-6.408268931621230458e-01,2.877759994255912446e+00,-5.860948755373813768e-01,-2.113329450378707008e+00,4.679657833259470712e-01,-1.015055605815667894e-02
1.966901951315907837e+00,1.504913411498126408e+00,-2.921303115292900543e+00,-1.030931857456015788e+00,3.071485015988216105e+00,-1.339944576559737865e-01,2.833234744435526586e-01
-1.576069197877479899e+00,3.106893242725117688e+00,-1.590312906633695178e+00,-2.597285536761907210e+00,1.635901607546744962e+00,1.276030216162319375e-01,-2.172498655276774993e-01
7.151721386661047397e-01,-2.446712909248645929e+00,7.403447406332213099e-01,-1.610931592288997294e+00,-1.442444124958938145e+00,1.053938470214763334e-01,-2.159232453857291567e-01
-2.421244299744328643e+00,-1.469541995373288001e+00,2.434164091541865638e+00,-2.044975955106072441e+00,-1.617716014757217158e+00,-4.865526035913373404e-01,-8.165354556166082300e-02
2.791639063988084146e+00,2.229479977101008537e+00,-5.096634931555672487e-01,-2.678775763060150972e+00,1.396395066670041096e+00,-3.842237802410030101e-01,-1.951513860527267497e-01
1.517389231388180271e+00,-2.508003203839643369e+00,-2.553800920713811262e+00,-1.362670423314711998e+00,-2.279168493676402729e+00,6.000760203798043146e-02,2.375277337457962490e-01
-1.284269496346381878e+00,-2.795364549388496656e+00,-2.228863714507486549e+00,-2.350291656035705667e+00,6.177763713648989352e-01,1.018159466145964615e-02,-2.934745011558079208e-01
1.321567846910830291e+00,2.290001362559466180e-01,-1.459977822441348660e+00,-1.578740813852726133e+00,-2.038715536563935782e+00,1.979467260544721108e-01,4.468662628744811682e-01
7.299091225757776691e-01,2.243831388639272895e+00,-1.685311823452532165e+00,1.689221761374898101e+00,2.277612265712518180e+00,-6.351876965993080715e-02,3.727450833566889887e-01
1.421640210373849023e+00,-2.263782009848188448e+00,1.595127207850502771e+00,-2.215222586049541587e+00,-1.514528451862813485e+00,2.745850662162640510e-01,8.139017027163254758e-02
2.414664116899901458e+00,1.758699105024491338e+00,1.037475510340946094e-01,-1.021522519986276301e+00,-1.927917854053166957e+00,-5.617759656077038199e-01,-1.165328408454815168e-01
1.258457209311545810e+00,-2.652810306879483271e+00,-9.331096885294800636e-01,-7.317641227714011265e-01,-2.739308562396404856e+00,-6.224002328980926535e-02,-7.181008709691438785e-02
9.309376345905260308e-01,-1.572952953532835929e+00,-4.325391242354856836e-01,-1.339747803128616743e+00,2.218988657896450611e+00,4.606239905990437977e-01,-2.040588821801646580e-01
2.739453758018678187e+00,2.723910192924670071e+00,-3.956883345132822249e-01,1.556427115700049768e+00,-4.905973755391674906e-01,2.043411202326588794e-01,-2.176084867267553402e-01
1.559339601586546387e+00,8.789003909814550042e-01,2.129650155969042835e-01,1.141044404699671055e+00,-3.135583333122371030e+00,-4.038123739751334207e-01,5.260600696007886601e-01
2.336347633284084679e+00,-2.123589168549317563e+00,-2.041281902115975821e+00,-1.472226721423864015e+00,-2.726107088046218152e+00,-6.586544509375209799e-02,1.248210092188483944e-01
5.975399502851894695e-01,3.722467473332846666e-02,-2.922391254457722187e+00,3.019972655659605820e+00,5.625529688378070325e-01,4.567020224842239795e-01,3.627622351445973781e-01
2.832598633704108693e+00,-1.068268433817311625e+00,-1.785045646890836668e+00,-1.108936149071257926e+00,-3.115617293544906907e+00,-1.149023445038236391e-01,2.860673817133986829e-01
2.311071776300079428e+00,9.241193672757921362e-01,1.086811005350152293e+00,2.454196490727889923e+00,-3.029825317551236630e+00,-4.774884148805385031e-01,2.730119406190090886e-02
-1.094530067387791572e+00,-9.980351060312431244e-01,2.648061173391682566e+00,-6.979056173312310207e-01,-8.947713643619583657e-01,3.822099103705984824e-01,-4.852623303202482363e-01
-1.148757264457835880e-01,-4.463206287151155749e-01,-1.698139063701774809e+00,6.072986858026472312e-01,2.994991218197712080e+00,3.930104146834775269e-01,-3.739615101557874910e-01
-2.753619209469906348e+00,3.035675171159113894e+00,7.799806648536136144e-01,-1.571198586555218712e+00,1.158449688175810621e+00,2.704613615201905685e-01,1.181036970935885888e-01
2.042473116653916065e+00,-2.226118973237650067e+00,1.586332890715439703e+00,1.466082781134520729e+00,1.507876553277113452e+00,-3.445351589171265216e-02,3.647700865674706194e-01
-1.633149861742327458e+00,-1.018275400607303371e+00,1.656589466421087842e-01,6.487556192302696978e-01,1.472380736524357303e+00,-3.438028953335051652e-01,-7.194496815734874318e-01
-1.473754500894798758e+00,1.715591473283642365e+00,-2.072431679931582948e+00,9.523600526639377506e-01,-1.705671329554435234e+00,2.313431069595485445e-01,-6.003696753294935906e-01
-2.070635195511400184e+00,7.295730985641268873e-01,-6.446009221927666566e-01,2.428572906736542691e+00,-2.666121137159169319e+00,-9.265359109368390134e-02,-7.049401324473844044e-01
2.746388193796033939e+00,2.569145894770316296e+00,1.902378533829770291e+00,-2.681505779033508396e-01,-1.459464224469810611e+00,1.718116175483125896e-01,9.200417865449164734e-02
2.394792268255726775e+00,2.529965141669509698e+00,3.516597405706343160e-01,-3.090534906699918594e+00,-1.186747083358638211e+00,-9.299826952500428456e-02,-3.008153023604409615e-03
3.967349066204559627e-01,-1.756941372283149727e+00,-1.756501090243189900e-01,1.312394577642066906e+00,-8.913473597083449995e-01,5.262492704837069546e-01,-4.514559176734446178e-01
1.116009060639061801e+00,1.241158622600072370e+00,-1.373449547547802574e-01,1.741192702186851626e+00,1.743403763947690699e-01,-3.229999540896246191e-01,4.120241756297364222e-01
4.720701605567421133e-01,3.101892581020639916e+00,1.652006367320662861e+00,1.134878256473026426e+00,-2.889501345206970662e+00,1.933902340833634215e-01,-1.632782921425459111e-01
4.589051268109556325e-01,-1.217678806779928680e+00,-1.006465302294316633e+00,2.164879781620644650e+00,2.361809578534212584e+00,4.570564761846738766e-01,-1.398807008810522279e-01
2.386495956225158643e+00,-1.911479959415153695e+00,2.816270567097559407e+00,-3.094806765972661911e+00,-4.606670093342537520e-01,4.974089944232777671e-02,2.932890345238330920e-01
1.158906897018559867e+00,2.148608627736852128e+00,7.724263558407544750e-01,-7.035080455774833652e-02,1.118091585215593931e+00,-3.012956170363185193e-01,-1.336528134589808348e-01
2.329929428983130713e-01,1.540203786794342555e+00,4.749938143480920694e-01,-9.223698752726332550e-01,-1.354265347688049514e+00,2.526250987141901994e-01,6.126830199096708895e-01
6.746593936102591726e-01,-8.326806545678540061e-01,-2.971698983725529430e+00,-7.034994060818107187e-01,-1.558203056853613822e+00,2.284479058636784687e-01,3.191605435695479831e-01
4.759134738511110463e-01,-1.511219947087601545e+00,-5.089045744993070386e-02,2.781184426074924332e+00,3.835806141183666362e-01,4.201947916903250313e-01,-1.830410464261948700e-02
2.825939964370077995e+00,8.550761278084446637e-01,-2.713995125825290344e-01,8.919498995863905932e-02,1.246627691888655853e+00,-8.297651599324099569e-01,-2.406404380193204462e-01
-1.519655593676549898e-02,-1.737987719938511866e+00,1.232236343632922448e+00,2.633975793811898392e+00,1.114855422979544208e+00,2.510550744382167299e-01,-2.300871177668094014e-01
-2.888007098386590865e+00,7.956197535002331733e-01,-2.916056443815993937e+00,-2.175493313962926223e-01,-2.213189508995019317e-01,-2.158700599527966779e-01,1.041143080093803464e-01
-2.070923193788716254e+00,-4.681414114273696470e-02,-2.182096019120358665e+00,7.217018777696946330e-01,-2.471569260624510544e+00,-3.927171259267264181e-01,-2.070088434111561349e-01
-2.598801461412518776e-01,-3.842020699503585490e-01,2.775513171375265209e+00,-1.074897924732842291e+00,1.963863281969437935e+00,3.580118427481487897e-01,8.486624009867099749e-02
2.157934928157998478e+00,-2.137227039196810896e+00,2.131948260886522561e-01,-1.696827855810918217e+00,1.392125406243626351e+00,3.942047116789550998e-01,1.450883285069685114e-01
-8.844843650778022592e-01,-1.663738040745710300e+00,-2.441926546349502569e+00,1.854264333315510882e+00,-2.463584877747217128e+00,-3.479271499619526753e-02,-1.172200722931601158e-01
2.992869998762200723e+00,-1.579088283915324853e+00,-1.558445309063950068e+00,2.314571930859194993e+00,-1.533217437048239207e+00,-6.386454378177115754e-02,4.458745200461389224e-01
-1.218201024520785269e+00,-2.915307082144697581e+00,-7.113347554114226590e-01,-1.178752102921324596e+00,2.027331426511523205e+00,7.256949561555013639e-02,2.399113173778219810e-01
3.832572414422781293e-01,1.982546273835051664e+00,-1.022843446387898148e+00,-1.774987090958102698e+00,-1.113412657101668035e+00,2.836955706562178658e-01,3.193096834963468078e-01
1.642281476756736858e+00,2.633570144851569594e+00,2.261906447448339463e+00,2.459533741221998859e+00,-1.682501514720286639e+00,-1.873151264867258664e-02,2.710450109543113273e-01
-1.636891573222151841e+00,4.799832233362772982e-01,-2.194285579535748543e+00,-2.858480421177465924e+00,2.848403495322751944e+00,-6.289578779686733068e-02,-4.538137232530013998e-01
-2.690199699323088112e+00,9.946290342571648679e-01,1.129222073505162349e+00,2.196745342865768613e+00,7.485946242972163489e-02,-1.546319358321585069e-01,-2.374020777206848898e-01
2.592712407753494652e+00,-7.928982179306478528e-01,-2.654302652138578189e-01,6.725307975996170917e-01,-2.232488112635389044e-02,-4.521160917763129561e-01,8.022676334110638852e-01
-3.086028382958331040e+00,-1.371601339013031939e+00,2.467153410419332893e+00,-2.905776560028384470e+00,-1.656983274588176958e+00,-3.202335806501050985e-01,1.634200632658131258e-01
1.704388985134955625e+00,1.656806633491970437e+00,-2.364131093664187500e+00,1.601895921452705096e+00,1.432475941750458226e+00,-3.668068831453265011e-01,4.106041006972509511e-01
1.265886935245150724e+00,-2.558993035376676328e+00,1.222863426034331624e+00,-6.771319751261470898e-01,2.590410122417867278e+00,4.412351008880843750e-01,2.606226608525372135e-02
2.280100427916463168e+00,-9.476633931511218023e-01,-1.807469533198632128e+00,6.974630898365279386e-01,1.948884805542122400e+00,1.312885075487243980e-01,4.946971773541225526e-01
3.900111833473203227e-01,9.496290534021323282e-01,2.855519861163434037e+00,2.768780213339097074e-01,1.930200350994484282e+00,2.994381572030847538e-01,4.976065665580173270e-02
-4.087605008028711850e-01,9.018534824332444799e-01,-2.836598455532780783e+00,2.934730165014138414e+00,1.161340294837455822e+00,4.623488528006062803e-01,3.785136046645583285e-02
-2.696396534568347825e+00,2.133940102518579351e+00,-1.547225377824178461e+00,2.059592112054080992e+00,-1.004088864893260880e+00,3.729919609988945062e-02,-5.286229452419290986e-01
2.349725003426295977e+00,-2.197054539236440007e+00,-8.481295843029528214e-01,2.609992947363768856e+00,-1.902443465168094594e+00,2.393302691975450203e-01,2.658061473479813586e-01
1.777330896313102038e+00,-1.774306988967082610e-01,-9.840676758981037331e-01,1.832211412496332237e+00,3.062189219101957072e+00,5.070072299591875387e-02,6.851113791126788310e-01
-1.084255375351450112e+00,-1.014010292504635924e+00,4.366568754297550647e-01,-2.539568309065066032e+00,2.561394594408547221e+00,-8.398161877331219993e-02,-6.493227357191043714e-01
-1.339524315068302940e+00,-1.122951672571925741e+00,-1.173585319693066120e+00,1.868789894261044360e+00,1.400066864625772567e+00,-2.377599646812653678e-01,-5.371412541877175206e-01
-1.219786329334994202e+00,7.500029370220970826e-01,-2.293131112524458004e+00,2.164101416871000438e-02,2.144991733376859777e-01,-7.958863820677665457e-02,-5.849574358676963293e-01
-1.407758303419442525e+00,1.596607077727195900e+00,1.188956839665407550e+00,7.340053620239150867e-01,2.436175752090939284e+00,2.389920772395693616e-01,-2.287619526672986237e-02
3.199308528456832335e-01,-2.530452110819485512e-01,-1.606450846645907093e+00,-6.773343459905314390e-01,-5.302965141173672237e-01,3.578285483102378040e-01,-2.470337680941798730e-01
3.114264561712027479e+00,-1.511056486562141865e+00,1.575577784977036266e+00,9.638956999046914831e-01,-7.434511274419448590e-01,-6.854584958311421561e-01,9.884065237209183064e-02
2.356056935378615158e+00,3.018828133028282679e+00,2.137331703546825779e+00,-6.216983294238342950e-02,2.496283798513482033e+00,-1.904981138524014517e-02,2.915848323863540759e-01
3.077168289555810787e+00,-1.757862834513518990e+00,-2.438502577291141726e-01,-2.629261749846442342e+00,-2.267501009772295628e+00,-2.173260786585081150e-01,3.502896692961394720e-01
1.229998861323688075e+00,2.907655421589043776e+00,3.944995956183028341e-02,-2.903203117679372447e+00,-2.187617310779912394e+00,-3.268493020879081890e-02,-3.485279225869729325e-02
-1.680796718081002616e+00,3.475747238269022432e-02,-3.100884261964230948e+00,-2.915939819114133247e+00,-8.156255084830563717e-01,-7.479727173391791106e-02,-5.759927131650858234e-01
-3.182605477416857731e-01,-2.237156882213711562e+00,-6.929726212686935227e-01,-5.775964768787078540e-02,-1.836289108812092508e-01,-3.641647788937296681e-01,-1.521586565242430411e-01
5.692168547053766403e-02,1.395587049637711630e+00,-1.700241637177691167e+00,7.817901962194184762e-02,3.497173054916400403e-01,7.691417320487434761e-01,2.088866270157644367e-01
1.543145024597211368e+00,2.450048255762133920e-01,3.069007716983541911e+00,1.760458287334017768e+00,-1.412007074249106431e-01,2.230639980534087075e-01,4.145330074725923075e-01
-2.413247629711097630e+00,2.490623981286475441e+00,-1.678718556537516671e+00,1.742304399098672185e+00,1.150019031525702395e+00,1.953906349133009146e-01,-2.630875274909513784e-01
-1.358290151780537247e+00,8.099710141479170566e-01,1.726036232673102688e+00,-2.174065757563754531e-01,-2.425157193721556581e-01,5.145461370053162620e-01,-5.014024155819908624e-02
-1.967661554185632822e+00,1.245006671932484821e+00,7.510044287415875708e-01,4.158080016310488070e-01,-1.362081679634970621e+00,4.676670131036698708e-01,-4.513382189948725864e-01
-6.763686719988362128e-01,2.622013837521852686e-01,-3.370323737110667572e-01,-2.023250768521364762e+00,-2.495195029476970916e-02,3.747865988432094175e-01,-5.122972835773015321e-01
2.285155264247697104e+00,1.909677189697657873e+00,-1.343787612110669327e+00,-1.733026711878193460e+00,3.105486973032640208e+00,-4.931911832292732445e-01,1.132912847532584755e-01
-1.808470748434014563e+00,-6.482049560966562929e-01,-1.114315702605207736e+00,1.095213095175480156e+00,-1.456007802314485122e+00,-6.344269533531160521e-01,-3.880597929974345384e-01
-3.404654310088233160e-01,4.772404347437486649e-01,5.327820874585840194e-01,-2.083619312562067005e+00,1.462998609480674617e-01,7.405200557549543872e-01,-1.855676617703145292e-01
-1.039787920290382139e+00,-1.539665231440463744e+00,-1.201047201347598570e+00,-4.596211622493031612e-01,1.343559157581942998e+00,-3.854067561740331382e-01,-1.633523922640413018e-01
-1.607381980743775252e+00,2.160621546831849038e+00,-1.592207694064118328e-01,-1.470885303727984095e+00,4.268829421144841874e-01,5.371310067110587338e-01,-2.842460203712880995e-01
1.573575738442909433e+00,-1.623725813673623453e+00,-6.507736949930298387e-01,3.061377477423540050e+00,-2.339701146512148888e+00,3.951628704940548520e-01,2.661701924018348153e-01
-6.176758273735432070e-01,2.242372482655540011e+00,-7.523469024383571124e-01,2.410788765206550721e+00,-1.208965419858126777e+00,1.629667192847255308e-01,2.954975463482291120e-01
6.313801539607304392e-01,1.122726090082521111e+00,3.253441224765358797e-01,2.952954824749101093e-01,1.390773721636127114e-01,-8.975687810980162440e-02,7.603837130965189761e-01
2.403954184553263929e+00,-1.082796866152623938e+00,-6.208277949731728640e-01,-2.345393239414081510e+00,2.025962880848053871e+00,7.437506446564844109e-02,4.604960069482617602e-01
-1.092020924289049510e+00,-3.030274903909513373e+00,1.555620816874310641e+00,-8.131688165075923180e-02,-2.806086033395366108e+00,-2.332906998790846564e-01,-1.646359659622488314e-01
1.243877125496291924e+00,-1.292848228681078959e+00,-1.925028075720583542e+00,2.164481912534991004e+00,1.379043397119750658e+00,4.149790575279785343e-01,2.163110188365325870e-01
-3.023760965890201380e+00,-2.668792045360051546e+00,-5.906188543883503783e-01,7.347378525223589030e-01,-2.222639543865752909e+00,2.293083586957628539e-01,1.048603900280326851e-01
2.060167746783614362e+00,3.009804260950960320e+00,-2.221592899081311856e+00,-2.936079510773032197e+00,-1.233280196241710591e-01,2.222555939296003147e-03,5.432342692008176877e-02
2.282574898732660174e+00,-2.815766702265672272e+00,-5.440479099226922521e-01,3.049291136253342138e+00,4.279201789807656198e-01,-1.822854061064729109e-02,1.295926844642816544e-01
-8.084861822630617922e-01,-2.573084389798411031e+00,-2.603096418218708408e+00,1.547118247097095889e+00,1.428772093264116805e+00,1.566881272270212455e-02,3.239609741441268342e-02
2.656130114091975969e+00,-1.393308867327052170e-01,-2.104874577684938686e-01,8.159446344728875644e-01,1.021652750957326994e+00,-8.061097619713432083e-01,3.531429102891012195e-01
-2.464134077283595126e+00,2.646018586646450288e+00,-1.004846124269709762e+00,2.707367368853518030e+00,2.957169250495056190e+00,1.147448355235869688e-01,-2.459390123674878581e-01
1.167893321911160243e+00,1.968584210440413429e+00,-2.325836829752481627e+00,2.053195277057661805e+00,1.196717347733147641e+00,-1.994783372196577420e-01,3.838352164750931106e-01
-8.159755034258298068e-01,-1.812166578929388372e-01,2.881601819859319846e+00,-4.098402712259137104e-01,3.773327864358462236e-01,2.661835751613031986e-01,7.120060986377685364e-03
2.464328823481676700e+00,2.235241536157396069e+00,-1.338158935847118869e+00,-1.084792628877258025e+00,2.748920549825540682e+00,-4.986723213476138006e-01,-8.656611557625748521e-02
-7.987573362760689299e-01,-2.297996125444537796e+00,3.504790252747800317e-01,1.258604428756602722e+00,2.466304319376298793e+00,-1.567740393671073762e-01,-3.696818098668077646e-01
9.615995224670781383e-01,3.090146895382884118e+00,3.060878692855832917e-01,1.072740481617205255e+00,-6.514650588321111435e-01,5.419210869742220604e-02,-3.516550112051129440e-01
1.875698273107166969e+00,-2.326621959053297051e+00,7.528430639397210022e-01,-2.450142028996921351e+00,2.054332595028427022e+00,3.435840014606009740e-01,1.016285465331932675e-01
-2.903863660168434002e+00,7.777743207161074146e-01,9.407688734815904397e-01,7.401254048279608533e-01,-6.784057266424246002e-01,-1.695377829668167080e-01,-6.231706844006776880e-01
-1.546693730385856780e+00,-1.438920579297644275e+00,-2.136383831739999906e+00,1.295346115029032852e+00,-2.659340158117095232e+00,-1.782914708269950355e-01,-8.052831370810706324e-02
2.265930536480847302e+00,-1.252792797008104309e+00,-3.092810595362847081e+00,-1.195890622806620840e+00,-2.813893643025204838e-01,-3.974386010762136490e-01,3.282434874513846523e-01
2.735881751989814425e+00,-5.787054014792194501e-01,1.883993600655278655e+00,-2.492907547511771682e+00,2.405872909425669448e+00,-6.037578285633343755e-01,2.473842291044001107e-01
2.147709092741084014e+00,2.887285982689091313e+00,8.585130166883701008e-01,-1.017591701142186444e+00,9.913518679548483092e-01,2.165290297322564617e-01,-2.500376802004855015e-01
-2.948830726080047704e+00,2.565238000187477496e+00,1.164372418132622045e+00,4.224287362642735744e-01,-2.043752094844662359e+00,2.000714567827323598e-01,5.521089881076368666e-02
2.245476932261258440e+00,2.884793577542303034e+00,2.319185374171763847e-01,2.631073580450658866e+00,-8.859462998184999272e-01,8.216219903721622142e-02,6.848651051509860310e-02
1.143739366662325452e+00,-2.216560604537371582e+00,-2.890441270067601209e+00,1.258148043514677461e-01,2.815518774055073337e+00,4.451642948706487080e-02,2.107202108181903122e-01
-9.103351571499063155e-01,1.998980914456467417e-01,-3.216471906972140360e-01,1.801132350043546104e-01,2.859163857802017539e+00,5.326772559214235647e-01,-5.938870402506754020e-01
-2.226774372162763971e+00,1.246016507819933672e+00,-3.750126581479968912e-01,-1.529954251844783730e+00,1.604172759788536240e+00,-1.178014041702843268e-01,-7.746682651562966093e-01
1.726056149973016041e+00,2.684688185848811415e-01,2.010526485086066906e+00,2.493984399975256672e+00,3.075752924526735654e-01,-4.601368497788682621e-02,4.543748012754332266e-01
9.394985700525140260e-01,3.073609185004114508e+00,1.649844121136883501e+00,-1.542772683056898630e+00,-3.671463417125586659e-01,1.327789072980478657e-02,-2.472537204915057907e-01
-2.381404058961878345e+00,-3.134106323951084683e+00,2.272753937570500149e+00,5.239221792979500414e-01,4.135954265941435004e-01,-4.403189138461995333e-01,-1.486652151347441220e-01
1.959667943081554675e+00,1.158125795310076533e+00,-9.110308290614312909e-01,1.225437784661969509e+00,1.260426896975782363e+00,-6.281501266763650504e-01,3.014893025822723005e-01
1.228870136433845239e+00,4.477247305394982391e-02,1.566102411171145015e+00,-2.051171586856840978e+00,1.611747301844483893e-01,1.467504004948599061e-01,7.688627369979053050e-01
1.379991400254890976e+00,-2.050345226817663846e+00,-2.183194098882513590e+00,-1.089768684843608337e+00,-2.812066118492422717e+00,4.577177267533612259e-02,1.447231213844093478e-01
-9.247970541501677744e-01,-4.596613440978796206e-01,-1.646084971362580474e+00,2.976042165493413272e+00,-3.720327478056582038e-01,2.689640859862511002e-01,-5.569290470247645342e-01
-2.963967364375864832e+00,1.384237978468180863e+00,2.384254990993568413e+00,-1.438943072200089768e+00,-3.032692039219026192e+00,-1.245163420120432296e-01,-1.976377390847499083e-01
-2.883021664341068657e+00,3.636901708488533558e-01,-4.962327723247468292e-01,-1.176990266872481872e+00,2.018500187097465037e+00,-8.228246476026721545e-01,-1.997312425674248049e-01
1.029906781493358459e+00,-2.539958448676153058e+00,3.240380164668370533e-01,2.723297418945471726e+00,2.770302768290600959e+00,2.103602225538570014e-01,-1.197418559004032185e-01
-3.061284111209429781e+00,-2.871628774850475185e+00,-2.274278287703647372e+00,-2.619167952519588560e+00,-2.317181212855040418e+00,-7.485576241507761741e-02,-3.263956116813365033e-02
8.447426833057241069e-01,-2.675221668872203917e+00,-1.637112494014179020e-01,3.025376826179520862e+00,-1.475734870703650614e+00,2.201629290494400704e-01,-1.139363660975967613e-01
2.438168255449067345e+00,-6.514152274872921922e-01,2.210009600661548390e+00,-1.861875960206063052e+00,-1.822818742959081861e+00,-3.986050710068642089e-01,4.447704070950772026e-01
-2.229654916058140923e+00,7.431152468328074967e-01,-1.778749517118493717e+00,-2.998434138430490226e+00,2.567699158388130343e+00,-2.961454338265155362e-01,-4.060792023189661593e-01
-1.750175828541425282e+00,2.462187228889324508e+00,1.591562563095681782e+00,-2.396851980265010340e+00,-2.769974642957984123e+00,5.514584189089531685e-02,-2.463049296559347706e-02
-2.105436420931228625e+00,1.040779930117126106e+00,-2.640218304117686987e+00,2.278892215790270015e+00,-1.073151042190604976e+00,-2.591759331379135944e-01,-5.783449245786675963e-01
-1.353954553325265042e+00,-1.512434678621033202e+00,5.700205248331440266e-01,-2.566823113870433382e+00,2.919410687176263508e+00,-3.226661834285878827e-01,-4.553609305783437589e-01
2.831250265290042201e+00,-3.089818099268729412e+00,-3.369423150530348465e-02,-1.104704724650446668e+00,-1.188077687105711489e+00,8.857444167798159129e-02,-2.304977730605022868e-01
7.074687040226974588e-01,9.295757882914248427e-01,1.038938512413400517e+00,-4.543802003878827378e-02,4.251817625174942883e-01,-1.977231704133645129e-01,6.161584811992582011e-01
2.808507014936422408e+00,-1.802909670477181647e+00,1.021215649527896119e+00,8.323540525836032877e-01,-2.953387105647356403e+00,-2.821913713549245584e-01,5.211662794017634104e-01
